"id_artigo","grupo","beta_twfe","se_twfe","beta_twfe_no_ctrls","se_twfe_no_ctrls","att_csdid_nt","se_csdid_nt","att_csdid_nyt","se_csdid_nyt","att_nt_simple","se_nt_simple","att_nt_dynamic","se_nt_dynamic","att_nyt_simple","se_nyt_simple","att_nyt_dynamic","se_nyt_dynamic","att_cs_nt_with_ctrls","se_cs_nt_with_ctrls","att_cs_nt_with_ctrls_dyn","se_cs_nt_with_ctrls_dyn","cs_nt_with_ctrls_status","att_cs_nyt_with_ctrls","se_cs_nyt_with_ctrls","att_cs_nyt_with_ctrls_dyn","se_cs_nyt_with_ctrls_dyn","cs_nyt_with_ctrls_status"
"Arbogast et al. (2022)","escalonada_controles",-0.0182368292152523,0.00699383056789931,-0.0180205701432901,0.00669049401857388,-0.0298350092021452,0.00636923221410126,-0.0295964692278274,0.00656915787998363,-0.0349015630261523,0.00817130653640198,-0.0462999667923195,0.00910912879406251,-0.0347004016546631,0.00802158807540342,-0.046104375005092,0.00937596208537303,0,NA,0,NA,"OK",0,NA,0,NA,"OK"
