"estimator","target","Mbar","lb","ub"
"TWFE","first",0,-0.00652546896201718,0.0027149761374816
"TWFE","first",0.25,-0.00681125592385735,0.00328655006116194
"TWFE","first",0.5,-0.00709704288569751,0.00385812398484228
"TWFE","first",0.75,-0.00747809216815108,0.00442969790852261
"TWFE","first",1,-0.00804966609183141,0.00519179647342972
"TWFE","first",1.25,-0.00862124001551175,0.00604915735895023
"TWFE","first",1.5,-0.00938333858041886,0.00690651824447074
"TWFE","first",1.75,-0.010145437145326,0.00785914145060463
"TWFE","first",2,-0.0110027980308465,0.00881176465673852
"TWFE","avg",0,-0.00862449534432167,-0.00163756240714968
"TWFE","avg",0.25,-0.00949786196146817,3.63902757144347e-05
"TWFE","avg",0.5,-0.0110262535414745,0.00207424571572293
"TWFE","avg",0.75,-0.0132096700843408,0.00454878446430468
"TWFE","avg",1,-0.0155386477300648,0.0070961037643153
"TWFE","avg",1.25,-0.0180859670300754,0.00964342306432592
"TWFE","avg",1.5,-0.020633286330086,0.0122635229157654
"TWFE","avg",1.75,-0.0231806056300966,0.0148836227672049
"TWFE","avg",2,-0.0258007054815361,0.0175037226186444
"TWFE","peak",0,-0.0123427791713814,-0.00272631668444168
"TWFE","peak",0.25,-0.0133341670566329,-0.000743540913938634
"TWFE","peak",0.5,-0.0150195264615605,0.00163579001066501
"TWFE","peak",0.75,-0.0173988573861642,0.00441167608936926
"TWFE","peak",1,-0.0201747434648684,0.00738583974512382
"TWFE","peak",1.25,-0.0230497683320978,0.0104591421894035
"TWFE","peak",1.5,-0.0261230707763775,0.0136315834222084
"TWFE","peak",1.75,-0.0290972344321321,0.0167048858664881
"TWFE","peak",2,-0.0322696756649369,0.0198773270992929
"CS-NT","first",0,-0.00694005034781255,0.00355199427250249
"CS-NT","first",0.25,-0.0072679267421974,0.00398916279834895
"CS-NT","first",0.5,-0.00748651100512063,0.00442633132419541
"CS-NT","first",0.75,-0.00781438739950548,0.00486349985004187
"CS-NT","first",1,-0.00825155592535193,0.00551925263881156
"CS-NT","first",1.25,-0.00879801658266001,0.00617500542758125
"CS-NT","first",1.5,-0.0094537693714297,0.00694005034781256
"CS-NT","first",1.75,-0.010218814291661,0.00781438739950548
"CS-NT","first",2,-0.0109838592118923,0.0086887244511984
"CS-NT","avg",0,-0.00810637036641511,0.00203966738251735
"CS-NT","avg",0.25,-0.00852476367564944,0.00319024898291175
"CS-NT","avg",0.5,-0.00904775531219235,0.00444542891061474
"CS-NT","avg",0.75,-0.0100937385852782,0.00601440382024346
"CS-NT","avg",1,-0.0114535168402897,0.00779257538448936
"CS-NT","avg",1.25,-0.013127090077227,0.00967534527604384
"CS-NT","avg",1.5,-0.0149052616414729,0.0115581151675983
"CS-NT","avg",1.75,-0.0166834332057188,0.0135454833864614
"CS-NT","avg",2,-0.0185662030972733,0.0154282532780158
"CS-NT","peak",0,-0.0104313381808214,0.000502043014050227
"CS-NT","peak",0.25,-0.0107660335235216,0.00251021507025114
"CS-NT","peak",0.5,-0.011770119551622,0.00485308246915221
"CS-NT","peak",0.75,-0.0136667264935896,0.00741908009652005
"CS-NT","peak",1,-0.0162327241209574,0.010319773066588
"CS-NT","peak",1.25,-0.0189102868625586,0.013220466036656
"CS-NT","peak",1.5,-0.0218109798326266,0.016121159006724
"CS-NT","peak",1.75,-0.0246001076884612,0.019021851976792
"CS-NT","peak",2,-0.0275008006585292,0.0220341100610934
