"id_artigo","grupo","beta_twfe","se_twfe","att_csdid_nt","se_csdid_nt","att_csdid_nyt","se_csdid_nyt","att_nt_simple","se_nt_simple","att_nt_dynamic","se_nt_dynamic","att_nyt_simple","se_nyt_simple","att_nyt_dynamic","se_nyt_dynamic"
"Gallagher (2014)","escalonada_sem_controles",0.109513545033387,0.0163032409583095,0.121491906068443,0.0149749796772801,0.115450825973561,0.0174217914171755,0.131208144681261,0.0186504657908161,0.127986944203137,0.0261306136739513,0.12164303454491,0.0196456293177812,0.119464536825834,0.0257657084129988
