"estimator","target","Mbar","lb","ub"
"TWFE","first",0,-0.322834145403671,0.0613979049540725
"TWFE","first",0.25,-0.330756455720326,0.0772425255873816
"TWFE","first",0.5,-0.342639921195307,0.0970483013790178
"TWFE","first",0.75,-0.362445696986943,0.120815232328981
"TWFE","first",1,-0.394134938253561,0.156465628753927
"TWFE","first",1.25,-0.437707644995161,0.200038335495526
"TWFE","first",1.5,-0.481280351736761,0.247572197395453
"TWFE","first",1.75,-0.528814213636688,0.29510605929538
"TWFE","first",2,-0.576348075536615,0.342639921195307
"TWFE","avg",0,-0.50242020106741,-0.158004939558302
"TWFE","avg",0.25,-0.552129620254292,-0.0727887923807908
"TWFE","avg",0.5,-0.644447113029929,0.0621367739836021
"TWFE","avg",0.75,-0.79002469779151,0.21481570434331
"TWFE","avg",1,-0.942703628151218,0.37104530750208
"TWFE","avg",1.25,-1.09538255851093,0.527274910660851
"TWFE","avg",1.5,-1.2516121616697,0.683504513819622
"TWFE","avg",1.75,-1.4042910920294,0.839734116978392
"TWFE","avg",2,-1.56052069518817,0.995963720137163
"TWFE","peak",0,-0.775879936493197,-0.35425330433723
"TWFE","peak",0.25,-0.862813262710923,-0.202119983456211
"TWFE","peak",0.5,-1.09318657718789,0.0412933299534193
"TWFE","peak",0.75,-1.3452932232193,0.302093308606595
"TWFE","peak",1,-1.60609320187247,0.562893287259771
"TWFE","peak",1.25,-1.86689318052565,0.823693265912946
"TWFE","peak",1.5,-2.12769315917882,1.08883991087701
"TWFE","peak",1.75,-2.17115982228769,1.34963988953018
"TWFE","peak",2,-2.17115982228769,1.61043986818336
"CS-NT","first",0,-1.09153060376812,0.763105466351163
"CS-NT","first",0.25,-1.14948798095935,0.898339346464029
"CS-NT","first",0.5,-1.22676448388099,1.03357322657689
"CS-NT","first",0.75,-1.32336011253303,1.20744535815058
"CS-NT","first",1,-1.4585939926459,1.41995574118508
"CS-NT","first",1.25,-1.63246612421958,1.65178524994999
"CS-NT","first",1.5,-1.84497650725408,1.8836147587149
"CS-NT","first",1.75,-2.05748689028858,2.11544426747981
"CS-NT","first",2,-2.28931639905349,2.34727377624472
"CS-NT","avg",0,-1.14918798593633,0.347070197094865
"CS-NT","avg",0.25,-1.45769482779844,0.871531828260441
"CS-NT","avg",0.5,-2.02843248524333,1.56567222245017
"CS-NT","avg",0.75,-2.70714753733995,2.27523795873301
"CS-NT","avg",1,-3.41671327362279,3.00022903710895
"CS-NT","avg",1.25,-4.12627900990563,3.740645457578
"CS-NT","avg",1.5,-4.83584474618846,4.48106187804705
"CS-NT","avg",1.75,-5.5454104824713,5.22147829851609
"CS-NT","avg",2,-6.27040156084724,5.96189471898514
"CS-NT","peak",0,-1.58042803753772,0.25551830547017
"CS-NT","peak",0.25,-2.1482464941381,1.10724599037074
"CS-NT","peak",0.5,-3.26495612545217,2.31859203111821
"CS-NT","peak",0.75,-4.45737488431296,3.52993807186568
"CS-NT","peak",1,-5.64979364317376,4.76021139449983
"CS-NT","peak",1.25,-6.84221240203455,5.97155743524731
"CS-NT","peak",1.5,-8.03463116089534,7.20183075788146
"CS-NT","peak",1.75,-9.22704991975614,8.45103136240229
"CS-NT","peak",2,-9.45417730239629,9.45417730239629
