"id_artigo","grupo","beta_twfe","se_twfe","att_csdid_nt","se_csdid_nt","beta_twfe_high","se_twfe_high","beta_twfe_low","se_twfe_low"
"Gandhi et al. (2024)","unica_sem_controles",5.49134462694104,0.580756789052726,5.69294688774627,0.915350232676549,8.8432142410061,0.685236976382148,1.7199634111101,0.894256426652248
