"id_artigo","grupo","beta_twfe","se_twfe","beta_twfe_no_ctrls","se_twfe_no_ctrls","att_csdid_nt","se_csdid_nt","att_csdid_nyt","se_csdid_nyt","att_nt_simple","se_nt_simple","att_nt_dynamic","se_nt_dynamic","att_nyt_simple","se_nyt_simple","att_nyt_dynamic","se_nyt_dynamic","att_cs_nt_with_ctrls","se_cs_nt_with_ctrls","att_cs_nt_with_ctrls_dyn","se_cs_nt_with_ctrls_dyn","cs_nt_with_ctrls_status","att_cs_nyt_with_ctrls","se_cs_nyt_with_ctrls","att_cs_nyt_with_ctrls_dyn","se_cs_nyt_with_ctrls_dyn","cs_nyt_with_ctrls_status"
"Cameron, Seager, Shah (2021)","unica_sem_controles",0.272562768828046,0.0315896572990016,0.272562768828046,0.0315896572990016,0.211204143024848,0.468755970709518,NA,NA,0.211204143024848,0.434013231582495,0.211204143024848,0.443582477667402,NA,NA,NA,NA,NA,NA,NA,NA,"N/A_no_twfe_controls",NA,NA,NA,NA,"NOT_ATTEMPTED"
