"estimator","target","Mbar","lb","ub"
"TWFE","first",0,-5.81896689591829,0.565271069889207
"TWFE","first",0.25,-6.21798176878126,1.29679833680465
"TWFE","first",0.5,-6.68349912045473,2.16133056134108
"TWFE","first",0.75,-7.28202142974918,3.1588677434985
"TWFE","first",1,-7.94704621785413,4.35591236208741
"TWFE","first",1.25,-9.01108587882204,5.48645450186582
"TWFE","first",1.5,-10.1416280186005,6.68349912045473
"TWFE","first",1.75,-11.2721701583789,7.94704621785413
"TWFE","first",2,-12.4692147769678,9.14409083644304
"TWFE","avg",0,-8.9529158346098,0.983268213049634
"TWFE","avg",0.25,-10.6089465092197,3.4673142249645
"TWFE","avg",0.5,-13.8175059412764,7.19338324283678
"TWFE","avg",0.75,-17.7505787934749,11.2299580121984
"TWFE","avg",1,-21.9941573971628,15.5770385330494
"TWFE","avg",1.25,-26.2377360008507,19.8206171367373
"TWFE","avg",1.5,-30.5848165217017,24.1676976575883
"TWFE","avg",1.75,-34.9318970425527,28.6182800956024
"TWFE","avg",2,-39.3824794805668,33.0688625336166
"TWFE","peak",0,-13.630861584409,1.65461325591092
"TWFE","peak",0.25,-17.2552525259282,5.27900419743007
"TWFE","peak",0.5,-23.5585411198745,11.5822927913764
"TWFE","peak",0.75,-30.4921585732155,18.5159102447174
"TWFE","peak",1,-37.8985226711025,25.7646921277558
"TWFE","peak",1.25,-45.3048867689895,33.3286384404914
"TWFE","peak",1.5,-52.8688330817251,40.892584753227
"TWFE","peak",1.75,-60.4327793944608,48.4565310659627
"TWFE","peak",2,-68.154307922045,56.0204773786983
"CS-NT","first",0,-9.05621348846844,-1.10641522257307
"CS-NT","first",0.25,-9.79382363685048,-0.614675123651708
"CS-NT","first",0.5,-10.5314337852325,0.0409783415767819
"CS-NT","first",0.75,-11.3510006167681,0.860545173112385
"CS-NT","first",1,-12.3344808146109,1.84402537095511
"CS-NT","first",1.25,-13.3999176956071,2.9094622519514
"CS-NT","first",1.5,-14.4653545766034,4.1388124992548
"CS-NT","first",1.75,-15.6947048239068,5.28620606340465
"CS-NT","first",2,-16.9240550712102,6.59751299386162
"CS-NT","avg",0,-14.0109255057977,-4.36899827600144
"CS-NT","avg",0.25,-16.923591023132,-2.15938995250646
"CS-NT","avg",0.5,-20.4388769923286,1.45633275866715
"CS-NT","avg",0.75,-24.7576568973415,5.77511266368008
"CS-NT","avg",1,-29.3777470282856,10.3952027946241
"CS-NT","avg",1.25,-33.9978371592296,15.0152929255682
"CS-NT","avg",1.5,-38.7183640321507,19.6353830565122
"CS-NT","avg",1.75,-43.4388909050718,24.3559099294334
"CS-NT","avg",2,-48.0589810360159,29.0764368023545
"CS-NT","peak",0,-20.7426983113014,-6.36508792946074
"CS-NT","peak",0.25,-25.5352351052484,-2.77068533400056
"CS-NT","peak",0.5,-32.5742735213579,3.81905275767643
"CS-NT","peak",0.75,-40.3621458115216,11.4571582730293
"CS-NT","peak",1,-48.2997848764961,19.3947973380039
"CS-NT","peak",1.25,-56.3871907162815,27.3324364029784
"CS-NT","peak",1.5,-64.3248297812561,35.4198422427638
"CS-NT","peak",1.75,-72.4122356210415,43.3574813077384
"CS-NT","peak",2,-74.808504018015,51.4448871475238
