"estimator","target","Mbar","lb","ub"
"TWFE","first",0,-0.212728592662314,-0.011414704972124
"TWFE","first",0.25,-0.231407200798517,-0.00311310135603371
"TWFE","first",0.5,-0.252161209838743,0.0114147049721243
"TWFE","first",0.75,-0.277066020687014,0.0280179122043047
"TWFE","first",1,-0.30612163334333,0.0529227230525757
"TWFE","first",1.25,-0.335177245999646,0.0799029348048692
"TWFE","first",1.5,-0.366308259559984,0.106883146557163
"TWFE","first",1.75,-0.397439273120323,0.133863358309456
"TWFE","first",2,-0.428570286680662,0.162918970965772
"TWFE","avg",0,-0.28850314121157,-0.109497891878979
"TWFE","avg",0.25,-0.36657989889919,-0.0371340676806972
"TWFE","avg",0.5,-0.471317012870387,0.0618901128011619
"TWFE","avg",0.75,-0.576054126841584,0.166627226772359
"TWFE","avg",1,-0.68650417430212,0.271364340743556
"TWFE","avg",1.25,-0.796954221762655,0.378005765877866
"TWFE","avg",1.5,-0.90740426922319,0.482742879849063
"TWFE","avg",1.75,-0.951203425974782,0.589384304983373
"TWFE","avg",2,-0.951203425974782,0.696025730117683
"TWFE","peak",0,-0.454850662421412,-0.191737048466872
"TWFE","peak",0.25,-0.541622173406419,-0.0937692134837986
"TWFE","peak",0.5,-0.684375304381755,0.0489839174915367
"TWFE","peak",0.75,-0.835525678355639,0.194536129466389
"TWFE","peak",1,-0.98947513332904,0.345686503440273
"TWFE","peak",1.25,-1.14622366930196,0.496836877414158
"TWFE","peak",1.5,-1.30297220527487,0.647987251388042
"TWFE","peak",1.75,-1.39814095925843,0.799137625361926
"TWFE","peak",2,-1.39814095925843,0.950287999335811
"CS-NT","first",0,-0.236002277488502,-0.0188358625225564
"CS-NT","first",0.25,-0.264810067228882,0.00110799191309163
"CS-NT","first",0.5,-0.298049824621629,0.025483814001106
"CS-NT","first",0.75,-0.333505565840559,0.0542916037414864
"CS-NT","first",1,-0.375609258538038,0.0853153773080499
"CS-NT","first",1.25,-0.417712951235517,0.12077111852698
"CS-NT","first",1.5,-0.462032627759179,0.158442843572093
"CS-NT","first",1.75,-0.504136320456659,0.196114568617206
"CS-NT","first",2,-0.546240013154138,0.236002277488502
"CS-NT","avg",0,-0.25551724471412,-0.11886178236005
"CS-NT","avg",0.25,-0.379361257472495,-0.0263346463911488
"CS-NT","avg",0.5,-0.531675158221302,0.110320815962921
"CS-NT","avg",0.75,-0.686836047769152,0.265481705510771
"CS-NT","avg",1,-0.711035452561019,0.419219100659099
"CS-NT","avg",1.25,-0.711035452561019,0.572956495807427
"CS-NT","avg",1.5,-0.711035452561019,0.711035452561019
"CS-NT","avg",1.75,-0.711035452561019,0.711035452561019
"CS-NT","avg",2,-0.711035452561019,0.711035452561019
"CS-NT","peak",0,-0.382859100109093,-0.0953364557583907
"CS-NT","peak",0.25,-0.537213361813154,0.0257257102840103
"CS-NT","peak",0.5,-0.746045598236295,0.207318959347611
"CS-NT","peak",0.75,-0.963957497112617,0.410098087468633
"CS-NT","peak",1,-1.18186939598894,0.628009986344955
"CS-NT","peak",1.25,-1.40280784901632,0.848948439372336
"CS-NT","peak",1.5,-1.51176379845448,1.06686033824866
"CS-NT","peak",1.75,-1.51176379845448,1.28477223712498
"CS-NT","peak",2,-1.51176379845448,1.5026841360013
