"estimator","time","coef","se"
"TWFE",-2,0.00702933567523378,0.0313865170986767
"TWFE",-1,0,0
"TWFE",0,0.0177297810227738,0.0329138882180611
"TWFE",1,0.012394335251192,0.0274410256513046
"TWFE",2,0.0153792249211376,0.0350271121123014
"CS-NT",-2,0.0133475712993788,0.042149769091941
"CS-NT",-1,0,NA
"CS-NT",0,0.0233232502681213,0.0348174482228049
"CS-NT",1,0.0164116740382274,0.0334455878119453
"CS-NT",2,0.0200068603791082,0.0338412554357347
"SA",-2,0.00702933567523378,0.0318089084293779
"SA",0,0.0177297810227738,0.0333568344997167
"SA",1,0.012394335251192,0.0278103196161055
"SA",2,0.0153792249211376,0.0354984975944567
"Gardner",-2,0.000617653541552172,0.00307575050709526
"Gardner",0,0.0153776476950161,0.0295625906056581
"Gardner",1,0.01430980448129,0.024309050097622
"Gardner",2,0.0151409732639105,0.0326784886239982
