"id_artigo","grupo","beta_twfe","se_twfe","att_csdid_nt","se_csdid_nt","att_csdid_nyt","se_csdid_nyt","att_nt_simple","se_nt_simple","att_nt_dynamic","se_nt_dynamic","att_nyt_simple","se_nyt_simple","att_nyt_dynamic","se_nyt_dynamic"
"Moorthy, Shaloka (2025)","escalonada_controles",0.0194379269797816,0.00755748090369024,0.00826116456883288,0.00751512289555926,0.00807891914147747,0.00742115424898157,0.0168828411945714,0.00810575100248342,0.0181725494814301,0.00783914728394028,0.016694816404652,0.0082686787595408,0.0180047482075313,0.00847342434678097
