"estimator","target","Mbar","lb","ub"
"TWFE","first",0,-0.0090774720027454,0.00486552499347154
"TWFE","first",0.25,-0.0116917839395361,0.00588220185777902
"TWFE","first",0.5,-0.0144513354283707,0.00704411827413044
"TWFE","first",0.75,-0.0172108869172053,0.00820603469048185
"TWFE","first",1,-0.0201156779580838,0.00980366976296504
"TWFE","first",1.25,-0.0230204689989624,0.0122727421477118
"TWFE","first",1.5,-0.0262157391439287,0.0151775331885903
"TWFE","first",1.75,-0.0292657697368512,0.0180823242294689
"TWFE","first",2,-0.0324610398818176,0.0211323548223913
"TWFE","avg",0,0.00850702294598918,0.0408670710150461
"TWFE","avg",0.25,0.00116763060042988,0.0448703759308056
"TWFE","avg",0.5,-0.00750619671704927,0.0508753333044451
"TWFE","avg",0.75,-0.0178480677494283,0.0595491606219242
"TWFE","avg",1,-0.0285235475247873,0.0695574229113233
"TWFE","avg",1.25,-0.0391990273001462,0.0798992939437023
"TWFE","avg",1.5,-0.0502081158184852,0.0909083824620412
"TWFE","avg",1.75,-0.0612172043368241,0.1015838622374
"TWFE","avg",2,-0.072559901598143,0.112592950755739
"TWFE","peak",0,0.0212770768684251,0.0757463936515932
"TWFE","peak",0.25,0.00992930253859836,0.0831224469659805
"TWFE","peak",0.5,-0.00539019280666769,0.0950376100122985
"TWFE","peak",0.75,-0.0229792430178991,0.110357105357565
"TWFE","peak",1,-0.0411356819456218,0.127378766852305
"TWFE","peak",1.25,-0.0592921208733445,0.145535205780027
"TWFE","peak",1.5,-0.0785833372340498,0.164259033424241
"TWFE","peak",1.75,-0.0973071648782639,0.182982861068455
"TWFE","peak",2,-0.116598381238969,0.202274077429161
"CS-NT","first",0,-0.0110362697778424,0.000670712527935179
"CS-NT","first",0.25,-0.0137191198895831,0.00176824211910181
"CS-NT","first",0.5,-0.0165239177336756,0.00335356263967586
"CS-NT","first",0.75,-0.0193287155777681,0.0054266740896573
"CS-NT","first",1,-0.0223774088865644,0.0078656287366943
"CS-NT","first",1.25,-0.0253041544630088,0.010548478848435
"CS-NT","first",1.5,-0.0284747955041569,0.0134752244248794
"CS-NT","first",1.75,-0.031645436545305,0.0165239177336756
"CS-NT","first",2,-0.034816077586453,0.0195726110424718
"CS-NT","avg",0,0.00328321926464978,0.0333012239700192
"CS-NT","avg",0.25,-0.00515934455873535,0.0383042247542474
"CS-NT","avg",0.5,-0.0145399710291633,0.0454960383815755
"CS-NT","avg",0.75,-0.024858660146634,0.0545639773029892
"CS-NT","avg",1,-0.035490036813119,0.0645699788714456
"CS-NT","avg",1.25,-0.0464341010286183,0.0752013555379306
"CS-NT","avg",1.5,-0.0573781652441175,0.0861454197534299
"CS-NT","avg",1.75,-0.0686349170086311,0.0974021715179434
"CS-NT","avg",2,-0.0798916687731446,0.108658923282457
"CS-NT","peak",0,0.0183319084887837,0.0794382701180627
"CS-NT","peak",0.25,0.0061106361629279,0.0903730927254073
"CS-NT","peak",0.5,-0.00868353559995017,0.103880814769774
"CS-NT","peak",0.75,-0.0254073819405949,0.119318211391908
"CS-NT","peak",1,-0.0434176779997508,0.134112383154786
"CS-NT","peak",1.25,-0.0614279740589068,0.152122679213942
"CS-NT","peak",1.5,-0.0807247198365738,0.170132975273098
"CS-NT","peak",1.75,-0.0993782407549853,0.189429721050765
"CS-NT","peak",2,-0.118674986532652,0.208083241969176
