"treated","untreated","estimate","weight","type"
2010,2005,-0.0900358256760164,0.00189464200540569,"Later vs Earlier Treated"
2012,2005,-0.104432684690575,0.000918172664158143,"Later vs Earlier Treated"
2009,2005,0.0160531644697281,0.00306057554719381,"Later vs Earlier Treated"
2008,2005,-0.0457491110929685,0.00459086332079072,"Later vs Earlier Treated"
2007,2005,0.118036737173665,0.00122423021887752,"Later vs Earlier Treated"
2006,2005,-0.0386722304604262,0.000116593354178812,"Later vs Earlier Treated"
2003,2005,0.00696912678805312,5.82966770894059e-05,"Earlier vs Later Treated"
2005,99999,0.13700519023356,0.0800777730669352,"Treated vs Untreated"
2010,99999,-0.0524798813940194,0.112162806720017,"Treated vs Untreated"
2012,99999,-0.0591197647294526,0.0485319836769304,"Treated vs Untreated"
2009,99999,0.0617893576081921,0.198172266680799,"Treated vs Untreated"
2008,99999,-0.00826118893688514,0.339723885738513,"Treated vs Untreated"
2007,99999,0.199931097404481,0.113241295246171,"Treated vs Untreated"
2006,99999,0.0595995208262376,0.0172558164184641,"Treated vs Untreated"
2003,99999,0.115158762440815,0.0118633737876941,"Treated vs Untreated"
2005,2010,0.146662644517448,0.00142098150405427,"Earlier vs Later Treated"
2012,2010,0.000296743507057349,0.000310032328157295,"Later vs Earlier Treated"
2009,2010,0.0454046842254692,0.00126596533997562,"Earlier vs Later Treated"
2008,2010,0.00702830443888977,0.00361704382850178,"Earlier vs Later Treated"
2007,2010,0.138626085591111,0.00155016164078648,"Earlier vs Later Treated"
2006,2010,0.0526273617377647,0.000275584291695373,"Earlier vs Later Treated"
2003,2010,0.115638866529361,0.000241136255233452,"Earlier vs Later Treated"
2005,2012,0.181334946005319,0.00137725899623721,"Earlier vs Later Treated"
2010,2012,0.00188080367878889,0.00124012931262918,"Earlier vs Later Treated"
2009,2012,0.0802937051336212,0.00262931262918014,"Earlier vs Later Treated"
2008,2012,0.0460070796744483,0.00500821453177169,"Earlier vs Later Treated"
2007,2012,0.219059557384916,0.00178864804706132,"Earlier vs Later Treated"
2006,2012,0.114783989058599,0.000286183687529811,"Earlier vs Later Treated"
2003,2012,0.156454118681541,0.000214637765647358,"Earlier vs Later Treated"
2005,2009,0.0897886347117063,0.00183634532831629,"Earlier vs Later Treated"
2010,2009,-0.0811442472995875,0.000723408765700355,"Later vs Earlier Treated"
2012,2009,-0.0923360794309602,0.000751232179765754,"Later vs Earlier Treated"
2008,2009,-0.0673600817483566,0.00292145847686682,"Earlier vs Later Treated"
2007,2009,0.0560587769462938,0.0016694048439239,"Earlier vs Later Treated"
2006,2009,-0.0188028755642113,0.000333880968784779,"Earlier vs Later Treated"
2003,2009,0.069328542739626,0.000333880968784779,"Earlier vs Later Treated"
2005,2008,0.133031868212145,0.00229543166039536,"Earlier vs Later Treated"
2010,2008,-0.0529643855252084,0.00241136255233452,"Later vs Earlier Treated"
2012,2008,-0.024324750143384,0.0016694048439239,"Later vs Earlier Treated"
2009,2008,0.00167268117268979,0.00243454873072235,"Later vs Earlier Treated"
2007,2008,0.0790054902576253,0.00139117070326991,"Earlier vs Later Treated"
2006,2008,0.0241742304393208,0.00037097885420531,"Earlier vs Later Treated"
2003,2008,0.110681174142019,0.000463723567756638,"Earlier vs Later Treated"
2005,2007,0.0598256503692769,0.000524670093804653,"Earlier vs Later Treated"
2010,2007,-0.189778452245597,0.00124012931262918,"Later vs Earlier Treated"
2012,2007,-0.171086965666876,0.000715459218824527,"Later vs Earlier Treated"
2009,2007,-0.113999260039557,0.0016694048439239,"Later vs Earlier Treated"
2008,2007,-0.158405450790649,0.0016694048439239,"Later vs Earlier Treated"
2006,2007,-0.0427937507629395,6.35963750066246e-05,"Earlier vs Later Treated"
2003,2007,0.0464933514595028,0.000127192750013249,"Earlier vs Later Treated"
2005,2006,0.0576818495085745,4.37225078170544e-05,"Earlier vs Later Treated"
2010,2006,-0.105119723540086,0.000275584291695373,"Later vs Earlier Treated"
2012,2006,-0.0461485120985239,0.000143091843764905,"Later vs Earlier Treated"
2009,2006,-0.029739988417853,0.000417351210980974,"Later vs Earlier Treated"
2008,2006,-0.0755789529709567,0.000556468281307965,"Later vs Earlier Treated"
2007,2006,0.091453802017937,0.000111293656261593,"Later vs Earlier Treated"
2003,2006,0.0239516894022612,1.58990937516562e-05,"Earlier vs Later Treated"
2005,2003,0.00251713184395206,0.000524670093804653,"Later vs Earlier Treated"
2010,2003,-0.132296969602395,0.000964545020933807,"Later vs Earlier Treated"
2012,2003,-0.155501783629995,0.000429275531294716,"Later vs Earlier Treated"
2009,2003,0.00778575700426925,0.0016694048439239,"Later vs Earlier Treated"
2008,2003,-0.0503396758579061,0.00278234140653983,"Later vs Earlier Treated"
2007,2003,0.135049686545418,0.000890349250092745,"Later vs Earlier Treated"
2006,2003,-0.0578951736291237,0.000127192750013249,"Later vs Earlier Treated"
2005,2002,0.0664487318559139,0.000983756425883725,"Later vs Always Treated"
2010,2002,-0.0842731604209304,0.00137792145847687,"Later vs Always Treated"
2012,2002,-0.0931626001993823,0.000596216015687106,"Later vs Always Treated"
2009,2002,0.039324756284961,0.00243454873072235,"Later vs Always Treated"
2008,2002,-0.0431501116071432,0.00417351210980974,"Later vs Always Treated"
2007,2002,0.150647050766717,0.00139117070326991,"Later vs Always Treated"
2006,2002,-0.00632615089416526,0.000211987916688749,"Later vs Always Treated"
2003,2002,0.0544697891582142,0.000145741692723515,"Later vs Always Treated"
