"estimator","target","Mbar","lb","ub"
"TWFE","first",0,0.4483901617035,5.5653131834964
"TWFE","first",0.25,0.290134810514029,5.72356853468586
"TWFE","first",0.5,0.0791276755947372,5.88182388587534
"TWFE","first",0.75,-0.131879459324558,6.04007923706481
"TWFE","first",1,-0.342886594243854,6.19833458825428
"TWFE","first",1.25,-0.606645512892971,6.40934172317357
"TWFE","first",1.5,-0.870404431542092,6.56759707436305
"TWFE","first",1.75,-1.13416335019121,6.83135599301216
"TWFE","first",2,-1.39792226884033,7.04236312793146
"TWFE","avg",0,13.0146167147142,28.7303802947464
"TWFE","avg",0.25,12.6872049734635,29.0577920359971
"TWFE","avg",0.5,12.3597932322128,29.3852037772478
"TWFE","avg",0.75,11.8686756203368,29.7126155184984
"TWFE","avg",1,11.3775580084608,30.2037331303744
"TWFE","avg",1.25,10.8864403965848,30.6948507422504
"TWFE","avg",1.5,10.2316169140835,31.1859683541264
"TWFE","avg",1.75,9.74049930220747,31.8407918366278
"TWFE","avg",2,9.08567581970613,32.3319094485038
"TWFE","peak",0,23.1192271314929,55.3863498905549
"TWFE","peak",0.25,22.7865763813995,56.0516513907417
"TWFE","peak",0.5,22.1212748812126,56.3843021408352
"TWFE","peak",0.75,21.7886241311192,57.049603641022
"TWFE","peak",1,21.1233226309323,57.7149051412088
"TWFE","peak",1.25,20.4580211307455,58.3802066413957
"TWFE","peak",1.5,19.4600688804652,59.0455081415825
"TWFE","peak",1.75,18.7947673802784,60.0434603918628
"TWFE","peak",2,17.7968151299981,60.7087618920496
