"estimator","target","Mbar","lb","ub"
"TWFE","first",0,-0.128399916378842,0.0588901872113488
"TWFE","first",0.25,-0.165085606772797,0.0955758776053037
"TWFE","first",0.5,-0.211425426217793,0.143846522860507
"TWFE","first",0.75,-0.265488548903621,0.197909645546336
"TWFE","first",1,-0.321482497399658,0.253903594042372
"TWFE","first",1.25,-0.38133809751611,0.313759194158825
"TWFE","first",1.5,-0.441193697632563,0.37168396846507
"TWFE","first",1.75,-0.501049297749016,0.433470394391731
"TWFE","first",2,-0.562835723675677,0.495256820318392
"TWFE","avg",0,-0.427331522827375,-0.276873600089606
"TWFE","avg",0.25,-0.571584995142968,-0.132620127774013
"TWFE","avg",0.5,-0.749962944780529,0.0473089344690923
"TWFE","avg",0.75,-0.774780746469233,0.233442447134374
"TWFE","avg",1,-0.774780746469233,0.421127072405199
"TWFE","avg",1.25,-0.774780746469233,0.608811697676024
"TWFE","avg",1.5,-0.774780746469233,0.774780746469233
"TWFE","avg",1.75,-0.774780746469233,0.774780746469233
"TWFE","avg",2,-0.774780746469233,0.774780746469233
"TWFE","peak",0,-0.656000062784287,-0.456657408046736
"TWFE","peak",0.25,-0.849240391356402,-0.265451188196432
"TWFE","peak",0.5,-1.01603730654497,-0.0274604677444586
"TWFE","peak",0.75,-1.01603730654497,0.220700796316574
"TWFE","peak",1,-1.01603730654497,0.470896169099418
"TWFE","peak",1.25,-1.01603730654497,0.721091541882262
"TWFE","peak",1.5,-1.01603730654497,0.973321023386918
"TWFE","peak",1.75,-1.01603730654497,1.01603730654497
"TWFE","peak",2,-1.01603730654497,1.01603730654497
"CS-NT","first",0,-0.176243106302084,0.106328485620266
"CS-NT","first",0.25,-0.211200416642993,0.141285795961175
"CS-NT","first",0.5,-0.257810163764205,0.187895543082387
"CS-NT","first",0.75,-0.318985456860796,0.249070836178978
"CS-NT","first",1,-0.383073859152463,0.313159238470645
"CS-NT","first",1.25,-0.450075370639205,0.380160749957387
"CS-NT","first",1.5,-0.517076882125948,0.450075370639206
"CS-NT","first",1.75,-0.586991502807766,0.519989991321024
"CS-NT","first",2,-0.65981923268466,0.589904612002842
"CS-NT","avg",0,-0.461192497275408,-0.242436153824481
"CS-NT","avg",0.25,-0.614547459694614,-0.0890811914052743
"CS-NT","avg",0.5,-0.822027702967659,0.11839905186777
"CS-NT","avg",0.75,-1.03852882638301,0.33490017528312
"CS-NT","avg",1,-1.1264824077705,0.553656518734047
"CS-NT","avg",1.25,-1.1264824077705,0.774668082220551
"CS-NT","avg",1.5,-1.1264824077705,0.995679645707054
"CS-NT","avg",1.75,-1.1264824077705,1.1264824077705
"CS-NT","avg",2,-1.1264824077705,1.1264824077705
"CS-NT","peak",0,-0.694857673163703,-0.419188166836998
"CS-NT","peak",0.25,-0.902320291327098,-0.208883595000131
"CS-NT","peak",0.5,-1.18083175132727,0.0667859113265727
"CS-NT","peak",0.75,-1.41955585989885,0.356665186020633
"CS-NT","peak",1,-1.41955585989885,0.649386414388164
"CS-NT","peak",1.25,-1.41955585989885,0.942107642755695
"CS-NT","peak",1.5,-1.41955585989885,1.2376708247967
"CS-NT","peak",1.75,-1.41955585989885,1.41955585989885
"CS-NT","peak",2,-1.41955585989885,1.41955585989885
