"estimator","time","coef","se"
"TWFE",-6,0.10864695856049,0.0470409468521613
"TWFE",-5,0.224514060033871,0.0499380973462337
"TWFE",-4,0.335344111896595,0.0492683273317199
"TWFE",-3,0.156204641466751,0.0483382665904772
"TWFE",-2,0.0521882530950448,0.0481497910275854
"TWFE",-1,0,0
"TWFE",0,-0.0345633418652172,0.0482223746099487
"TWFE",1,-0.331743019296082,0.0487605676975474
"TWFE",2,-0.308537861829149,0.0513687644828557
"TWFE",3,-0.556233347279337,0.0508018653272483
"TWFE",4,-0.52777102044389,0.0506734845336262
"CS-NT",-6,0.108646958560194,0.0477634853553052
"CS-NT",-5,0.224514060033524,0.0512053096542871
"CS-NT",-4,0.335344111896202,0.0505396912113662
"CS-NT",-3,0.156204641466434,0.0462533309327313
"CS-NT",-2,0.0521882530947737,0.0481656508627115
"CS-NT",-1,0,NA
"CS-NT",0,-0.0345633418654518,0.0482862880341354
"CS-NT",1,-0.33174301929619,0.0503526304069586
"CS-NT",2,-0.308537861829266,0.0474088521524209
"CS-NT",3,-0.556233347279699,0.0518682361852814
"CS-NT",4,-0.527771020443914,0.051404662994561
"SA",-6,0.10864695856049,0.0470804391646938
"SA",-5,0.224514060033871,0.0499800219051478
"SA",-4,0.335344111896595,0.0493096895982376
"SA",-3,0.156204641466751,0.0483788480425783
"SA",-2,0.0521882530950448,0.0481902142486913
"SA",0,-0.0345633418652172,0.0482628587671903
"SA",1,-0.331743019296082,0.0488015036843341
"SA",2,-0.308537861829149,0.0514118901305546
"SA",3,-0.556233347279337,0.0508445150457806
"SA",4,-0.52777102044389,0.0507160264725589
"Gardner",-6,-0.0187513561414458,0.0133978168352856
"Gardner",-5,0.0391821945952199,0.0144868223696839
"Gardner",-4,0.0945972205265573,0.0155547106282215
"Gardner",-3,0.00502748531167571,0.0140800722377383
"Gardner",-2,-0.0469807088741563,0.0155477665531503
"Gardner",0,-0.180713012708539,0.0373766675169735
"Gardner",1,-0.477892690139276,0.037863021182556
"Gardner",2,-0.454687532672355,0.0384515944484404
"Gardner",3,-0.702383018122787,0.0385317154636119
"Gardner",4,-0.673920691287002,0.0392308810257774
