"id_artigo","grupo","beta_twfe","se_twfe","att_csdid_nt","se_csdid_nt","att_csdid_nyt","se_csdid_nyt","att_nt_simple","se_nt_simple","att_nt_dynamic","se_nt_dynamic","att_nyt_simple","se_nyt_simple","att_nyt_dynamic","se_nyt_dynamic"
"Bhalotra et al. (2021)","unica_sem_controles",-0.303140512606704,0.0690796668955506,-0.351769718142904,0.0377486330032425,NA,NA,-0.351769718142904,0.0382991999075986,-0.351769718142904,0.0392353191373218,NA,NA,NA,NA
