"id_artigo","grupo","beta_twfe","se_twfe","att_csdid_nt","se_csdid_nt","att_csdid_nyt","se_csdid_nyt","att_nt_simple","se_nt_simple","att_nt_dynamic","se_nt_dynamic","att_nyt_simple","se_nyt_simple","att_nyt_dynamic","se_nyt_dynamic"
"Carrillo, Feres (2019)","escalonada_controles",0.115942387567382,0.00858524940816466,0.114402687701988,0.00730073144735879,0.114402687701988,0.00668142331100885,0.114402687701988,0.0063284171592369,0.114402687701988,0.0064280829504293,0.114402687701988,0.0065442780336774,0.114402687701988,0.00709002263707753
