"estimator","target","Mbar","lb","ub"
"TWFE","first",0,-0.047649130659135,0.0118364082529061
"TWFE","first",0.25,-0.0506841071342391,0.0172993659080936
"TWFE","first",0.5,-0.0543260789043641,0.0239763141533227
"TWFE","first",0.75,-0.0597890365595515,0.0312602576935726
"TWFE","first",1,-0.0670729800998014,0.0397581918238642
"TWFE","first",1.25,-0.0743569236400514,0.0482561259541558
"TWFE","first",1.5,-0.0822478624753221,0.0573610553794682
"TWFE","first",1.75,-0.0907457966056137,0.0664659848047806
"TWFE","first",2,-0.0986367354408844,0.0749639189350721
"TWFE","avg",0,-0.0303992941148485,0.00930590636168832
"TWFE","avg",0.25,-0.045702340131847,0.0320536774680375
"TWFE","avg",0.5,-0.0738268571360605,0.0626597695020346
"TWFE","avg",0.75,-0.103605757493463,0.0936794573743289
"TWFE","avg",1,-0.133798253689163,0.125112741084921
"TWFE","avg",1.25,-0.163990749884863,0.156132428957215
"TWFE","avg",1.5,-0.194183246080563,0.187152116829509
"TWFE","avg",1.75,-0.20659112122948,0.20659112122948
"TWFE","avg",2,-0.20659112122948,0.20659112122948
"TWFE","peak",0,-0.0411136847990322,0.000652598171413221
"TWFE","peak",0.25,-0.0472046010655555,0.0115292343616334
"TWFE","peak",0.5,-0.0606916299414285,0.0267565250279416
"TWFE","peak",0.75,-0.0767890515029543,0.0437240774846851
"TWFE","peak",1,-0.093321538512089,0.0611266953890373
"TWFE","peak",1.25,-0.110289090968832,0.0789643787409984
"TWFE","peak",1.5,-0.127256643425576,0.0963669966453507
"TWFE","peak",1.75,-0.144224195882319,0.114204679997312
"TWFE","peak",2,-0.161626813786672,0.131607297901664
"CS-NYT","first",0,-0.0479560475683478,0.0289321609296644
"CS-NYT","first",0.25,-0.0606386386608034,0.0424074139653985
"CS-NYT","first",0.5,-0.0741138916965375,0.0574679908876895
"CS-NYT","first",0.75,-0.089967130562107,0.0717359058667021
"CS-NYT","first",1,-0.107405693314234,0.0875891447322716
"CS-NYT","first",1.25,-0.125636918009638,0.105820369427677
"CS-NYT","first",1.5,-0.143868142705043,0.124051594123082
"CS-NYT","first",1.75,-0.163684691287005,0.143868142705043
"CS-NYT","first",2,-0.183501239868967,0.164477353230284
"CS-NYT","avg",0,-0.0640295386703728,0.0576899803861775
"CS-NYT","avg",0.25,-0.109674358316579,0.103334800032384
"CS-NYT","avg",0.5,-0.170534117844854,0.16292664790382
"CS-NYT","avg",0.75,-0.236465524000485,0.23012596571629
"CS-NYT","avg",1,-0.307468576783473,0.299861106842439
"CS-NYT","avg",1.25,-0.377203717909621,0.370864159625426
"CS-NYT","avg",1.5,-0.449474682349448,0.441867212408414
"CS-NYT","avg",1.75,-0.521745646789275,0.51413817684824
"CS-NYT","avg",2,-0.592748699572262,0.586409141288067
"CS-NYT","peak",0,-0.206964988652331,0.17214844850521
"CS-NYT","peak",0.25,-0.272729564485782,0.237913024338661
"CS-NYT","peak",0.5,-0.353968158162398,0.326888626936859
"CS-NYT","peak",0.75,-0.458417778603761,0.427469742917431
"CS-NYT","peak",1,-0.566735903505916,0.539656372280377
"CS-NYT","peak",1.25,-0.682791037329653,0.659580010564905
"CS-NYT","peak",1.5,-0.802714675614181,0.775635144388642
"CS-NYT","peak",1.75,-0.922638313898709,0.899427287133961
"CS-NYT","peak",2,-1.04643045664403,1.01935092541849
