"treated","untreated","estimate","weight","type"
1997,1994,-0.0614865397531725,0.0598911070780399,"Later vs Earlier Treated"
1995,1994,0.0579983084323959,0.0283121597096189,"Later vs Earlier Treated"
1996,1994,0.0158374378012059,0.0174228675136116,"Later vs Earlier Treated"
1998,1994,-0.0328829338016638,0.0362976406533575,"Later vs Earlier Treated"
1999,1994,-0.0597690510560032,0.0408348457350272,"Later vs Earlier Treated"
1993,1994,-0.0933211714869249,0.000907441016333938,"Earlier vs Later Treated"
1990,1994,-0.232354958598777,0.0014519056261343,"Earlier vs Later Treated"
1994,1997,-0.0626649074635823,0.0326678765880218,"Earlier vs Later Treated"
1995,1997,-0.0192214801281584,0.0508166969147006,"Earlier vs Later Treated"
1996,1997,-0.0112121095872128,0.00967937084089534,"Earlier vs Later Treated"
1998,1997,0.0495157808410794,0.015124016938899,"Later vs Earlier Treated"
1999,1997,-0.0344987759976928,0.0272232304900181,"Later vs Earlier Treated"
1993,1997,-0.0346881689642879,0.00604960677555959,"Earlier vs Later Treated"
1990,1997,-0.210676856054713,0.00423472474289171,"Earlier vs Later Treated"
1994,1995,0.0521968180255319,0.0130671506352087,"Earlier vs Later Treated"
1997,1995,-0.0352300325821351,0.0798548094373866,"Later vs Earlier Treated"
1996,1995,0.0373721450674302,0.0174228675136116,"Later vs Earlier Treated"
1998,1995,0.00455197624321339,0.0544464609800363,"Later vs Earlier Treated"
1999,1995,-0.0418516546204436,0.0653357531760436,"Later vs Earlier Treated"
1993,1995,-0.00330650829995295,0.00362976406533575,"Earlier vs Later Treated"
1990,1995,-0.156344250427752,0.00362976406533575,"Earlier vs Later Treated"
1994,1996,0.02442958192428,0.00871143375680581,"Earlier vs Later Treated"
1997,1996,-0.0254731803699661,0.0133091349062311,"Later vs Earlier Treated"
1995,1996,0.0517141902012464,0.0101633393829401,"Earlier vs Later Treated"
1998,1996,-0.00173914562027597,0.0120992135511192,"Later vs Earlier Treated"
1999,1996,-0.0855628188449504,0.0163339382940109,"Later vs Earlier Treated"
1993,1996,0.00571683429509863,0.00181488203266788,"Earlier vs Later Treated"
1990,1996,-0.127337558733404,0.0014519056261343,"Earlier vs Later Treated"
1994,1998,-0.0768117560633633,0.0217785843920145,"Earlier vs Later Treated"
1997,1998,0.0055864383460455,0.0136116152450091,"Earlier vs Later Treated"
1995,1998,-0.0205591553616831,0.0381125226860254,"Earlier vs Later Treated"
1996,1998,-0.0304905453344552,0.00967937084089534,"Earlier vs Later Treated"
1999,1998,-0.0729737192918314,0.00680580762250454,"Later vs Earlier Treated"
1993,1998,-0.0554411594233515,0.00378100423472474,"Earlier vs Later Treated"
1990,1998,-0.193485053637699,0.00241984271022384,"Earlier vs Later Treated"
1994,1999,-0.0135730820309727,0.0272232304900181,"Earlier vs Later Treated"
1997,1999,-0.00879970971826295,0.0272232304900181,"Earlier vs Later Treated"
1995,1999,0.0121469473226222,0.0508166969147005,"Earlier vs Later Treated"
1996,1999,-0.0324208903715056,0.014519056261343,"Earlier vs Later Treated"
1998,1999,0.00206875620376861,0.00756200846944949,"Earlier vs Later Treated"
1993,1999,0.00651858864375541,0.00453720508166969,"Earlier vs Later Treated"
1990,1999,-0.118343222161394,0.00272232304900181,"Earlier vs Later Treated"
1994,1993,-0.104579519878733,0.00254083484573503,"Later vs Earlier Treated"
1997,1993,-0.0349909515485171,0.0133091349062311,"Later vs Earlier Treated"
1995,1993,-0.0046539751492198,0.00943738656987296,"Later vs Earlier Treated"
1996,1993,-0.000759346555124261,0.0043557168784029,"Later vs Earlier Treated"
1998,1993,0.00597320589364075,0.00756200846944949,"Later vs Earlier Treated"
1999,1993,-0.0229262142098767,0.00816696914700544,"Later vs Earlier Treated"
1990,1993,-0.312551670451936,0.000181488203266788,"Earlier vs Later Treated"
1994,1990,-0.0967147050011294,0.0101633393829401,"Later vs Earlier Treated"
1997,1990,-0.052969106813584,0.0232909860859044,"Later vs Earlier Treated"
1995,1990,-0.0460584826354594,0.0235934664246824,"Later vs Earlier Treated"
1996,1990,-0.055866860877105,0.00871143375680581,"Later vs Earlier Treated"
1998,1990,0.0045555981418197,0.0120992135511192,"Later vs Earlier Treated"
1999,1990,-0.0491018155106277,0.0122504537205082,"Later vs Earlier Treated"
1993,1990,-0.175286493663174,0.00136116152450091,"Later vs Earlier Treated"
