"treated","untreated","estimate","weight","type"
2009,2011,0.15170302591947,0.0195482189400521,"Earlier vs Later Treated"
2007,2011,0.212716320860331,0.0173761946133797,"Earlier vs Later Treated"
2008,2011,0.179925726147506,0.0325803649000869,"Earlier vs Later Treated"
2005,2011,0.184070223781071,0.0162901824500434,"Earlier vs Later Treated"
2010,2011,0.128425962100682,0.00950260642919201,"Earlier vs Later Treated"
2012,2011,0.208729499306234,0.000543006081668115,"Later vs Earlier Treated"
2006,2011,0.224670085593874,0.00407254561251086,"Earlier vs Later Treated"
2011,99999,0.140172042970688,0.0434404865334492,"Treated vs Untreated"
2009,99999,0.130119140051875,0.0781928757602085,"Treated vs Untreated"
2007,99999,0.215077788693036,0.052128583840139,"Treated vs Untreated"
2008,99999,0.183389757166921,0.108601216333623,"Treated vs Untreated"
2005,99999,0.199447674030994,0.0434404865334492,"Treated vs Untreated"
2010,99999,0.121407624922458,0.057015638575152,"Treated vs Untreated"
2012,99999,0.164525294341139,0.00977410947002606,"Treated vs Untreated"
2006,99999,0.211650352321689,0.0114031277150304,"Treated vs Untreated"
2011,2009,0.220781450455581,0.00651607298001738,"Later vs Earlier Treated"
2007,2009,0.188197013896211,0.0104257167680278,"Earlier vs Later Treated"
2008,2009,0.132343447493991,0.0130321459600348,"Earlier vs Later Treated"
2005,2009,0.136276219007868,0.0130321459600348,"Earlier vs Later Treated"
2010,2009,0.147414898284085,0.00488705473501303,"Later vs Earlier Treated"
2012,2009,0.339109547315477,0.00195482189400521,"Later vs Earlier Treated"
2006,2009,0.236223617008541,0.00293223284100782,"Earlier vs Later Treated"
2011,2007,0.221407408599592,0.00868809730668984,"Later vs Earlier Treated"
2009,2007,0.139118223712397,0.0104257167680278,"Later vs Earlier Treated"
2008,2007,0.128971415112567,0.00868809730668983,"Later vs Earlier Treated"
2005,2007,0.0575449618556467,0.00434404865334492,"Earlier vs Later Treated"
2010,2007,0.167356907994564,0.00977410947002606,"Later vs Earlier Treated"
2012,2007,0.361478719396558,0.00217202432667246,"Later vs Earlier Treated"
2006,2007,0.209745026735361,0.000651607298001738,"Earlier vs Later Treated"
2011,2008,0.200005531081889,0.0130321459600348,"Later vs Earlier Treated"
2009,2008,0.0891727772915172,0.0104257167680278,"Later vs Earlier Treated"
2007,2008,0.140095008933467,0.00695047784535187,"Earlier vs Later Treated"
2005,2008,0.13019112802803,0.0130321459600348,"Earlier vs Later Treated"
2010,2008,0.149802302246766,0.0130321459600348,"Later vs Earlier Treated"
2012,2008,0.319002667664444,0.00347523892267593,"Later vs Earlier Treated"
2006,2008,0.230891702438255,0.00260642919200695,"Earlier vs Later Treated"
2011,2005,0.193161061600384,0.0162901824500434,"Later vs Earlier Treated"
2009,2005,0.0868613553568342,0.0260642919200695,"Later vs Earlier Treated"
2007,2005,0.0693120149607187,0.0130321459600348,"Later vs Earlier Treated"
2008,2005,0.113452984235839,0.0325803649000869,"Later vs Earlier Treated"
2010,2005,0.110972225526347,0.0203627280625543,"Later vs Earlier Treated"
2012,2005,0.310993749875781,0.0038010425716768,"Later vs Earlier Treated"
2006,2005,-0.04688824510756,0.0019005212858384,"Later vs Earlier Treated"
2011,2010,0.152720599468244,0.00271503040834057,"Later vs Earlier Treated"
2009,2010,0.124943997410249,0.00977410947002606,"Earlier vs Later Treated"
2007,2010,0.189526346025596,0.0130321459600348,"Earlier vs Later Treated"
2008,2010,0.168384956862962,0.0217202432667246,"Earlier vs Later Treated"
2005,2010,0.130264130229716,0.0135751520417029,"Earlier vs Later Treated"
2012,2010,0.291781552495819,0.00108601216333623,"Later vs Earlier Treated"
2006,2010,0.192624801011441,0.00325803649000869,"Earlier vs Later Treated"
2011,2003,0.140140069330488,0.00868809730668984,"Later vs Always Treated"
2009,2003,0.014589687696574,0.0156385751520417,"Later vs Always Treated"
2007,2003,-0.0102298685733961,0.0104257167680278,"Later vs Always Treated"
2008,2003,0.0107193873590299,0.0217202432667246,"Later vs Always Treated"
2005,2003,-0.0178616828578466,0.00868809730668983,"Later vs Always Treated"
2010,2003,0.070226684094175,0.0114031277150304,"Later vs Always Treated"
2012,2003,0.168684934207064,0.00195482189400521,"Later vs Always Treated"
2006,2003,-0.024594180288433,0.00228062554300608,"Later vs Always Treated"
2011,2012,0.162691274186831,0.00434404865334492,"Earlier vs Later Treated"
2009,2012,0.229025483687692,0.0117289313640313,"Earlier vs Later Treated"
2007,2012,0.342427925992723,0.00868809730668984,"Earlier vs Later Treated"
2008,2012,0.292585318086321,0.0173761946133797,"Earlier vs Later Treated"
2005,2012,0.311987136716995,0.00760208514335361,"Earlier vs Later Treated"
2010,2012,0.201140575801257,0.00760208514335361,"Earlier vs Later Treated"
2006,2012,0.332887019498198,0.00195482189400521,"Earlier vs Later Treated"
2011,2006,0.298303198741066,0.00271503040834057,"Later vs Earlier Treated"
2009,2006,0.228754073485995,0.00390964378801043,"Later vs Earlier Treated"
2007,2006,0.250708728597631,0.00130321459600348,"Later vs Earlier Treated"
2008,2006,0.259842356059287,0.00434404865334492,"Later vs Earlier Treated"
2005,2006,-0.0659992504000982,0.000543006081668115,"Earlier vs Later Treated"
2010,2006,0.231314558840315,0.00325803649000869,"Later vs Earlier Treated"
2012,2006,0.27253364313275,0.000651607298001738,"Later vs Earlier Treated"
