"id_artigo","grupo","beta_twfe","se_twfe","att_csdid_nt","se_csdid_nt","att_csdid_nyt","se_csdid_nyt","att_nt_simple","se_nt_simple","att_nt_dynamic","se_nt_dynamic","att_nyt_simple","se_nyt_simple","att_nyt_dynamic","se_nyt_dynamic"
"Carpenter, Lawler (2019)","escalonada_controles",0.135035673651348,0.0139617451673687,0.155868525808514,0.0175689872850884,0.0901330765446273,0.0203895645395846,0.159202174184125,0.0208967500968385,0.16250285814489,0.0304337090364054,0.09543334976573,0.0197169090141945,0.0866094993010531,0.0241137827200305
