"estimator","target","Mbar","lb","ub"
"TWFE","first",0,0.0808265729089501,0.142654070911016
"TWFE","first",0.25,0.0724540992211704,0.149094435286231
"TWFE","first",0.5,0.0634375890958692,0.15746690897401
"TWFE","first",0.75,0.053133006095525,0.166483419099312
"TWFE","first",1,0.0421843866576592,0.176788002099656
"TWFE","first",1.25,0.030591730782272,0.187736621537522
"TWFE","first",1.5,0.0189990749068847,0.199329277412909
"TWFE","first",1.75,0.0061183461564544,0.211565969725817
"TWFE","first",2,-0.00611834615645435,0.223802662038726
"TWFE","avg",0,0.124763416922708,0.227943289145707
"TWFE","avg",0.25,0.0910720300743817,0.260581820155023
"TWFE","avg",0.5,0.0479049406749638,0.30269605371543
"TWFE","avg",0.75,-0.00157928375851524,0.351127422309899
"TWFE","avg",1,-0.0521163640310046,0.401664502582389
"TWFE","avg",1.25,-0.104759155981514,0.453254438693888
"TWFE","avg",1.5,-0.157401947932024,0.506950086483408
"TWFE","avg",1.75,-0.211097595721544,0.525901491585591
"TWFE","avg",2,-0.264793243511063,0.525901491585591
"TWFE","peak",0,0.124017233315597,0.305782949320135
"TWFE","peak",0.25,0.071002232814273,0.366371521321648
"TWFE","peak",0.5,-0.00284008931257085,0.444000629198587
"TWFE","peak",0.75,-0.0861493758146511,0.531096701450761
"TWFE","peak",1,-0.17703223381692,0.621979559453031
"TWFE","peak",1.25,-0.26791509181919,0.714755810330347
"TWFE","peak",1.5,-0.360691342696506,0.807532061207664
"TWFE","peak",1.75,-0.453467593573823,0.90030831208498
"TWFE","peak",2,-0.546243844451139,0.945749741086115
"CS-NYT","first",0,0.0760154496868596,0.132238197379782
"CS-NYT","first",0.25,0.0662625240666587,0.136827809436347
"CS-NYT","first",0.5,0.0559358969393872,0.143138526014124
"CS-NYT","first",0.75,0.0450355683050451,0.151170347113113
"CS-NYT","first",1,0.032414135149491,0.160349571226243
"CS-NYT","first",1.25,0.019792701993937,0.171249899860586
"CS-NYT","first",1.5,0.00717126883838298,0.182723930001998
"CS-NYT","first",1.75,-0.00602386582424169,0.194771661650482
"CS-NYT","first",2,-0.0186452989797957,0.206819393298965
"CS-NYT","avg",0,0.0776276273555569,0.132161731160894
"CS-NYT","avg",0.25,0.0358923438310639,0.164993487533496
"CS-NYT","avg",0.5,-0.0141899963983276,0.212849945974914
"CS-NYT","avg",0.75,-0.0670546888626854,0.265158167992279
"CS-NYT","avg",1,-0.120475851774036,0.277956988273123
"CS-NYT","avg",1.25,-0.174453485132381,0.277956988273123
"CS-NYT","avg",1.5,-0.227874648043732,0.277956988273123
"CS-NYT","avg",1.75,-0.277956988273123,0.277956988273123
"CS-NYT","avg",2,-0.277956988273123,0.277956988273123
"CS-NYT","peak",0,0.121394061875418,0.24215913897428
"CS-NYT","peak",0.25,0.0572376146666479,0.30254167752371
"CS-NYT","peak",0.5,-0.0270463453919326,0.385567668029178
"CS-NYT","peak",0.75,-0.118878122769192,0.476141475853324
"CS-NYT","peak",1,-0.210709900146451,0.567973253230583
"CS-NYT","peak",1.25,-0.305057616629937,0.628355791780014
"CS-NYT","peak",1.5,-0.398147363560309,0.628355791780014
"CS-NYT","peak",1.75,-0.492495080043795,0.628355791780014
"CS-NYT","peak",2,-0.585584826974167,0.628355791780014
