"id_artigo","grupo","beta_twfe","se_twfe","att_csdid_nt","se_csdid_nt","att_csdid_nyt","se_csdid_nyt","att_nt_simple","se_nt_simple","att_nt_dynamic","se_nt_dynamic","att_nyt_simple","se_nyt_simple","att_nyt_dynamic","se_nyt_dynamic"
"DeAngelo, Hansen (2014)","unica_controles",0.699979576474942,0.13285804508241,0.69787486799015,0.361312042983873,NA,NA,0.69787486799015,0.36989129997409,0.69787486799015,0.365183401226009,NA,NA,NA,NA
