"estimator","time","coef","se"
"TWFE",-7,1.16094951014005,0.522969625626581
"TWFE",-6,-1.3925779474549,0.741931563136566
"TWFE",-5,0.463795031490517,0.749325488940006
"TWFE",-4,-1.93379245639673,0.713956583398855
"TWFE",-3,0.575766826623719,0.59204641197487
"TWFE",-2,-0.190713963470928,0.473149797949576
"TWFE",-1,0,0
"TWFE",0,0.244700205379317,0.492571743329712
"TWFE",1,4.17888845862351,0.619400741447753
"TWFE",2,3.64340835280089,0.813169551099084
"TWFE",3,0.914691982185929,0.663491663650307
"TWFE",4,1.34278786733699,0.812212309557589
"TWFE",5,3.1741032334216,0.684338360987038
"TWFE",6,1.472355832182,0.493537971651504
"CS-NT",-7,-1.95419969766036,0.632706500407827
"CS-NT",-6,-2.85434370455535,0.635386303470132
"CS-NT",-5,-0.597879782966945,0.622183309476188
"CS-NT",-4,-2.72284719218378,0.433084877972199
"CS-NT",-3,-0.259935855865478,0.603579002736968
"CS-NT",-2,-1.12182483465775,0.397110478036299
"CS-NT",-1,0,NA
"CS-NT",0,0.209853226723878,0.429042443417483
"CS-NT",1,3.05973401276962,0.542249975000198
"CS-NT",2,1.46139970033065,0.580882608707489
"CS-NT",3,-0.599080510761427,0.487330030910297
"CS-NT",4,0.405135465704876,0.588274736367049
"CS-NT",5,2.39488087529721,0.53747386866094
"CS-NT",6,1.17290418044381,0.725552920221198
"Gardner",-7,0.23532389877135,0.0333500774938598
"Gardner",-6,-2.7767785104134,0.471627150931925
"Gardner",-5,-0.568324459497097,0.487815279990506
"Gardner",-4,-2.64807979617741,0.341463961594176
"Gardner",-3,-0.237570828716942,0.351801584088683
"Gardner",-2,-1.08112174413065,0.262655077713847
"Gardner",0,0.227053670639441,0.331164280396397
"Gardner",1,3.07693445668518,0.435423995119256
"Gardner",2,1.47860014424621,0.335523136743975
"Gardner",3,-0.581880066845866,0.399396033396343
"Gardner",4,0.422335909620438,0.403404847385457
"Gardner",5,2.41208131921278,0.404087887319344
"Gardner",6,0.620431395970404,0.147522015763194
