"estimator","target","Mbar","lb","ub"
"TWFE","first",0,-0.110263659250543,-0.0678375619036408
"TWFE","first",0.25,-0.115124982904876,-0.0643020537913989
"TWFE","first",0.5,-0.120870183587269,-0.0598826686510966
"TWFE","first",0.75,-0.127941199811753,-0.0545794064827338
"TWFE","first",1,-0.135454154550266,-0.0479503287722803
"TWFE","first",1.25,-0.14296710928878,-0.0408793125477966
"TWFE","first",1.5,-0.150922002541325,-0.0338082963233128
"TWFE","first",1.75,-0.158876895793869,-0.0262953415847989
"TWFE","first",2,-0.166831789046413,-0.0183404483322547
"TWFE","avg",0,-0.123290486900095,-0.0861291470495167
"TWFE","avg",0.25,-0.131419529992409,-0.0799355904077537
"TWFE","avg",0.5,-0.142258254115494,-0.0710323527352194
"TWFE","avg",0.75,-0.1538711728188,-0.0601936286121341
"TWFE","avg",1,-0.165871188812215,-0.0489678071989387
"TWFE","avg",1.25,-0.177484107515521,-0.0377419857857433
"TWFE","avg",1.5,-0.189484123508937,-0.0261290670824376
"TWFE","avg",1.75,-0.193355096410039,-0.014516148379132
"TWFE","avg",2,-0.193355096410039,-0.0029032296758264
"TWFE","peak",0,-0.142077682118768,-0.0985706407044084
"TWFE","peak",0.25,-0.152954442472358,-0.0899598720911497
"TWFE","peak",0.5,-0.167003591262411,-0.0772703183452948
"TWFE","peak",0.75,-0.18286553344473,-0.062767971207175
"TWFE","peak",1,-0.198274277278982,-0.0473592273729226
"TWFE","peak",1.25,-0.214589417809367,-0.0324036818867365
"TWFE","peak",1.5,-0.22637257485909,-0.0169949380524842
"TWFE","peak",1.75,-0.22637257485909,-0.0011329958701656
"TWFE","peak",2,-0.22637257485909,0.0142757479640867
"CS-NT","first",0,-0.147354093034205,-0.0715042649844266
"CS-NT","first",0.25,-0.152094707287316,-0.0651834459802784
"CS-NT","first",0.5,-0.157625423915946,-0.0580725246006116
"CS-NT","first",0.75,-0.164736345295613,-0.0501715008454264
"CS-NT","first",1,-0.173427471426316,-0.0399001699636856
"CS-NT","first",1.25,-0.183698802308057,-0.0296288390819447
"CS-NT","first",1.5,-0.193970133189798,-0.0185674058246854
"CS-NT","first",1.75,-0.205031566447057,-0.00750597256742597
"CS-NT","first",2,-0.216092999704317,0.00434556306535189
"CS-NT","avg",0,-0.156876242347652,-0.0921015358299118
"CS-NT","avg",0.25,-0.164298344136143,-0.0813057514102885
"CS-NT","avg",0.5,-0.175094128555766,-0.0678110208857593
"CS-NT","avg",0.75,-0.189938332132749,-0.0529668173087772
"CS-NT","avg",1,-0.206132008762184,-0.0360984041531157
"CS-NT","avg",1.25,-0.223000421917845,-0.0192299909974541
"CS-NT","avg",1.5,-0.239868835073507,-0.00236157784179264
"CS-NT","avg",1.75,-0.257411984755395,0.0145068353138689
"CS-NT","avg",2,-0.274955134437283,0.0313752484695304
"CS-NT","peak",0,-0.178697430368567,-0.0997286342603622
"CS-NT","peak",0.25,-0.188466765969582,-0.0867028534590088
"CS-NT","peak",0.5,-0.20393488067119,-0.0696065161572324
"CS-NT","peak",0.75,-0.224287663173304,-0.0484396223550331
"CS-NT","peak",1,-0.245454556975504,-0.0264586172527492
"CS-NT","peak",1.25,-0.268249673377872,-0.00447761215046527
"CS-NT","peak",1.5,-0.291044789780241,0.0183175042519033
"CS-NT","peak",1.75,-0.314654017482694,0.0402985093541872
"CS-NT","peak",2,-0.338263245185147,0.0630936257565556
