"estimator","target","Mbar","lb","ub"
"TWFE","first",0,-0.00578977673379587,0.000415840317896939
"TWFE","first",0.25,-0.00598170303436369,0.000671742051987362
"TWFE","first",0.5,-0.0061096539014089,0.000927643786077792
"TWFE","first",0.75,-0.00630158020197672,0.00118354552016822
"TWFE","first",1,-0.00655748193606714,0.00143944725425864
"TWFE","first",1.25,-0.00681338367015757,0.00182329985539428
"TWFE","first",1.5,-0.0071332608377706,0.00220715245652991
"TWFE","first",1.75,-0.00745313800538363,0.00259100505766555
"TWFE","first",2,-0.00783699060651927,0.0030388330923238
"TWFE","avg",0,-0.00543208288874108,-0.000288661409546628
"TWFE","avg",0.25,-0.00585195402989981,0.000183693624256943
"TWFE","avg",0.5,-0.00642927684899306,0.000865984228639882
"TWFE","avg",0.75,-0.007111567453376,0.00160075872566766
"TWFE","avg",1,-0.00784634195040378,0.00238801711534028
"TWFE","avg",1.25,-0.0086336003400764,0.00322775939765774
"TWFE","avg",1.5,-0.00942085872974902,0.0040675016799752
"TWFE","avg",1.75,-0.0102081171194216,0.00490724396229266
"TWFE","avg",2,-0.0109953755090943,0.00574698624461013
"TWFE","peak",0,-0.0059095018968266,-3.06191808125689e-05
"TWFE","peak",0.25,-0.00633817042820262,0.000398049350563454
"TWFE","peak",0.5,-0.00688931568282894,0.00101043296681491
"TWFE","peak",0.75,-0.0075016992990804,0.00168405494469152
"TWFE","peak",1,-0.00823655963858215,0.00248015364581842
"TWFE","peak",1.25,-0.00903265833970905,0.00327625234694532
"TWFE","peak",1.5,-0.0097675186792108,0.00407235104807222
"TWFE","peak",1.75,-0.0105636173803377,0.00486844974919912
"TWFE","peak",2,-0.0113597160814646,0.00572578681195117
"CS-NT","first",0,-0.00545490531039241,0.000396166307458666
"CS-NT","first",0.25,-0.0055768026357643,0.00070090962088841
"CS-NT","first",0.5,-0.0056986999611362,0.000944704271632204
"CS-NT","first",0.75,-0.00588154594919405,0.0013103962477479
"CS-NT","first",1,-0.0060643919372519,0.00167608822386359
"CS-NT","first",1.25,-0.00624723792530974,0.00210272886266523
"CS-NT","first",1.5,-0.00655198123873948,0.00252936950146687
"CS-NT","first",1.75,-0.00679577588948328,0.00301695880295446
"CS-NT","first",2,-0.00716146786559897,0.00350454810444205
"CS-NT","avg",0,-0.00535329669888276,8.32118657857414e-05
"CS-NT","avg",0.25,-0.00574161873921623,0.000693432214881187
"CS-NT","avg",0.5,-0.00624088993393068,0.00141460171835762
"CS-NT","avg",0.75,-0.00679563570583563,0.00230219495340554
"CS-NT","avg",1,-0.00746133063212157,0.00318978818845346
"CS-NT","avg",1.25,-0.00812702555840751,0.00413285600069187
"CS-NT","avg",1.5,-0.00884819506188394,0.00502044923573979
"CS-NT","avg",1.75,-0.00956936456536038,0.0059635170479782
"CS-NT","avg",2,-0.0102905340688368,0.00690658486021662
"CS-NT","peak",0,-0.005830427903698,0.000283642438558281
"CS-NT","peak",0.25,-0.00620861782177571,0.000850927315674849
"CS-NT","peak",0.5,-0.00671287104587933,0.00148124384580436
"CS-NT","peak",0.75,-0.00728015592299589,0.00230065533497273
"CS-NT","peak",1,-0.0079104724531254,0.0031200668241411
"CS-NT","peak",1.25,-0.00860382063626787,0.00406554161933537
"CS-NT","peak",1.5,-0.00929716881941033,0.00494798476151669
"CS-NT","peak",1.75,-0.0099905170025528,0.00589345955671096
"CS-NT","peak",2,-0.0106838651856953,0.00683893435190523
