"estimator","time","coef","se"
"TWFE",-12,-0.258738718102527,0.0225197251275615
"TWFE",-11,-0.243243291277232,0.024168850479221
"TWFE",-10,-0.218336487630148,0.0269065294864281
"TWFE",-9,-0.183775011852092,0.0251208205119522
"TWFE",-8,-0.132939614689746,0.0269196740939017
"TWFE",-7,-0.0948218494960871,0.0258877889533137
"TWFE",-6,-0.0828439801655633,0.0252414574857744
"TWFE",-5,-0.0455555831607368,0.0204731293479612
"TWFE",-4,-0.0116141829691268,0.0262425195950713
"TWFE",-3,0.0134645402986897,0.0224037442941008
"TWFE",-2,0.0264701196909657,0.0254155735045007
"TWFE",-1,0,0
"TWFE",0,-0.128484547608668,0.0302863325823227
"TWFE",1,-0.168636463727944,0.0273951197014262
"TWFE",2,-0.203652292647553,0.0257678306798587
"TWFE",3,-0.210370635603168,0.0240256821414773
"TWFE",4,-0.387029448561455,0.0383733471747628
"TWFE",5,-0.558273901906074,0.0450557279771187
"TWFE",6,-0.545124401895902,0.0344344684687797
"CS-NT",-12,-0.261065655652367,0.0278457921906559
"CS-NT",-11,-0.246589700826132,0.0270207069493898
"CS-NT",-10,-0.216756177232187,0.0362214470174645
"CS-NT",-9,-0.199579493243667,0.0279885539374977
"CS-NT",-8,-0.129786890857018,0.0280458945562757
"CS-NT",-7,-0.0918376726125688,0.0276025499986669
"CS-NT",-6,-0.0605862927506726,0.030109945810212
"CS-NT",-5,-0.020219604567951,0.0246666369644148
"CS-NT",-4,0.0136037846169426,0.0301382286916189
"CS-NT",-3,0.0298072146375812,0.0241294769107239
"CS-NT",-2,0.037906077231925,0.0263520419435783
"CS-NT",-1,0,NA
"CS-NT",0,-0.138968870611264,0.0307235096529547
"CS-NT",1,-0.186137902067607,0.0277436293681055
"CS-NT",2,-0.216770205448855,0.0305084605876186
"CS-NT",3,-0.227960101149993,0.0333982006551443
"CS-NT",4,-0.419775287377242,0.0439057236021696
"CS-NT",5,-0.578011891194793,0.0420748806382019
"CS-NT",6,-0.564988895645482,0.0388173172891872
"Gardner",-12,-0.0825312477448345,0.00894242245109904
"Gardner",-11,-0.074787803817335,0.0106712675122744
"Gardner",-10,-0.060687765675796,0.00914249474507798
"Gardner",-9,-0.0440665352750669,0.00789253541826761
"Gardner",-8,-0.019310389423006,0.00833583347068532
"Gardner",-7,-0.000251506826177279,0.0077421859603246
"Gardner",-6,0.00573742783908404,0.00772965171770717
"Gardner",-5,0.0236887080557332,0.00852952770235734
"Gardner",-4,0.0398617320847734,0.00876715079006493
"Gardner",-3,0.0524010937186834,0.00800268380578431
"Gardner",-2,0.0589038834148212,0.0100456147485451
"Gardner",0,-0.0371467105754222,0.0222703056114486
"Gardner",1,-0.0772986266946989,0.022999276742281
"Gardner",2,-0.112314455614305,0.020257318711881
"Gardner",3,-0.119032798569922,0.0259641720360301
"Gardner",4,-0.295691611528206,0.0339914456604544
"Gardner",5,-0.46693606487282,0.0471369045952008
"Gardner",6,-0.453786564862651,0.0361942342906097
