"treated","untreated","estimate","weight","type"
2002,2005,137.585738095237,0.00803981623277182,"Earlier vs Later Treated"
2001,2005,-352.995398148148,0.0206738131699847,"Earlier vs Later Treated"
2008,2005,-98.8036666666668,0.00057427258805513,"Later vs Earlier Treated"
2000,2005,-607.763915384617,0.0124425727411945,"Earlier vs Later Treated"
2003,2005,73.5011379310359,0.00555130168453292,"Earlier vs Later Treated"
2005,99999,227.104327956985,0.0712098009188361,"Treated vs Untreated"
2002,99999,300.446488095239,0.112557427258806,"Treated vs Untreated"
2001,99999,-196.178865740748,0.248085758039816,"Treated vs Untreated"
2008,99999,220.952068627455,0.0390505359877489,"Treated vs Untreated"
2000,99999,-372.128339031339,0.1343797856049,"Treated vs Untreated"
2003,99999,301.294140804596,0.0999234303215926,"Treated vs Untreated"
2005,2002,132.855666666667,0.00114854517611026,"Later vs Earlier Treated"
2001,2002,-738.738851851851,0.00516845329249617,"Earlier vs Later Treated"
2008,2002,23.6804166666662,0.00114854517611026,"Later vs Earlier Treated"
2000,2002,-614.000846153847,0.00497702909647779,"Earlier vs Later Treated"
2003,2002,168.319,0.00057427258805513,"Later vs Earlier Treated"
2005,2001,130.2255,0.00306278713629403,"Later vs Earlier Treated"
2002,2001,-290.298714285715,0.00133996937212864,"Later vs Earlier Treated"
2008,2001,76.3252857142856,0.00267993874425727,"Later vs Earlier Treated"
2000,2001,-628.33882692308,0.0049770290964778,"Earlier vs Later Treated"
2003,2001,251.6995,0.00229709035222052,"Later vs Earlier Treated"
2005,2008,-58.5538440860213,0.017802450229709,"Earlier vs Later Treated"
2002,2008,-0.370011904759272,0.0321592649310873,"Earlier vs Later Treated"
2001,2008,-502.147955026457,0.0723583460949464,"Earlier vs Later Treated"
2000,2008,-681.748168269229,0.0398162327718224,"Earlier vs Later Treated"
2003,2008,-17.8913758620694,0.0277565084226646,"Earlier vs Later Treated"
2005,2000,-10.03705,0.00191424196018377,"Later vs Earlier Treated"
2002,2000,53.609642857143,0.00133996937212864,"Later vs Earlier Treated"
2001,2000,-457.169999999999,0.00153139356814701,"Later vs Earlier Treated"
2008,2000,44.9655625000002,0.00153139356814701,"Later vs Earlier Treated"
2003,2000,-5.16633333333331,0.00172281776416539,"Later vs Earlier Treated"
2005,2003,-10.21875,0.000765696784073507,"Later vs Earlier Treated"
2002,2003,127.889571428574,0.00267993874425727,"Earlier vs Later Treated"
2001,2003,-316.468888888889,0.0103369065849923,"Earlier vs Later Treated"
2008,2003,-142.5026,0.000957120980091884,"Later vs Earlier Treated"
2000,2003,-676.592384615383,0.00746554364471669,"Earlier vs Later Treated"
