"treated","untreated","estimate","weight","type"
2013,99999,0.492195757236736,0.249097697683571,"Treated vs Untreated"
2011,99999,0.323506933948811,0.166637770174527,"Treated vs Untreated"
2014,99999,0.857491756706854,0.446121092187602,"Treated vs Untreated"
2017,99999,0.869229569555623,0.053255369849591,"Treated vs Untreated"
2015,99999,0.843287207696965,0.0472426668020565,"Treated vs Untreated"
2011,2013,-0.187747363431693,0.0018841606889665,"Earlier vs Later Treated"
2014,2013,0.895042947840132,0.00224189222871014,"Later vs Earlier Treated"
2017,2013,0.972413793103478,0.000802872595985724,"Later vs Earlier Treated"
2015,2013,0.884221525600839,0.000427335413992402,"Later vs Earlier Treated"
2013,2011,-0.087344472093834,0.0018841606889665,"Later vs Earlier Treated"
2014,2011,0.392988202017264,0.00449924578313552,"Later vs Earlier Treated"
2017,2011,0.39003436426118,0.000805641122178778,"Later vs Earlier Treated"
2015,2011,0.230631052796007,0.000571745312513972,"Later vs Earlier Treated"
2013,2014,0.556896551724149,0.00358702756593622,"Earlier vs Later Treated"
2011,2014,0.113402061855675,0.00539909493976262,"Earlier vs Later Treated"
2017,2014,0.995186522262358,0.00115032263321403,"Later vs Earlier Treated"
2015,2014,0.924953506180974,0.000408178998882397,"Later vs Earlier Treated"
2013,2017,0.632758620689614,0.0032114903839429,"Earlier vs Later Treated"
2011,2017,0.338487972508597,0.00241692336653633,"Earlier vs Later Treated"
2014,2017,0.995186522262313,0.00517645184946313,"Earlier vs Later Treated"
2015,2017,0.975757575757546,0.000456806821853947,"Earlier vs Later Treated"
2013,2015,0.559717868338588,0.000854670827984803,"Earlier vs Later Treated"
2011,2015,0.0759918775382691,0.000857617968770958,"Earlier vs Later Treated"
2014,2015,0.945155526383054,0.000918402747485394,"Earlier vs Later Treated"
2017,2015,1.00000000000001,9.13613643707893e-05,"Later vs Earlier Treated"
