"id_artigo","grupo","beta_twfe","se_twfe","att_csdid_nt","se_csdid_nt","att_csdid_nyt","se_csdid_nyt","att_nt_simple","se_nt_simple","att_nt_dynamic","se_nt_dynamic","att_nyt_simple","se_nyt_simple","att_nyt_dynamic","se_nyt_dynamic"
"Sarmiento, Wagner & Zaklan (2023)","escalonada_sem_controles",-1.23958302550756,0.327351897853744,-1.64244932855649,0.305251461305477,-1.63905311677765,0.299909465457705,-1.80271211531562,0.305975417617384,-1.95427182335071,0.352699940596154,-1.79532560242187,0.312822041838426,-1.9479986559659,0.337025043247444
