"estimator","target","Mbar","lb","ub"
"TWFE","first",0,-44.8847917569943,-5.53374144949245
"TWFE","first",0.25,-48.1640459492862,-3.48420757931007
"TWFE","first",0.5,-52.2631136896509,-0.614860161054708
"TWFE","first",0.75,-57.5919017521252,3.07430080527359
"TWFE","first",1,-63.7405033626723,8.40308886774781
"TWFE","first",1.25,-70.299011747256,14.1417837042585
"TWFE","first",1.5,-76.4476133578031,20.2903853148057
"TWFE","first",1.75,-83.4160285164233,26.8488936993893
"TWFE","first",2,-90.3844436750434,33.407402083973
"TWFE","avg",0,-81.9524595166089,-34.415081186733
"TWFE","avg",0.25,-112.158501997051,-10.6463920217951
"TWFE","avg",0.5,-153.258527011423,28.9680899197681
"TWFE","avg",0.75,-194.853733050064,70.5632959584095
"TWFE","avg",1,-236.448939088705,112.158501997051
"TWFE","avg",1.25,-247.342921622635,154.744070084231
"TWFE","avg",1.5,-247.342921622635,196.834457147142
"TWFE","avg",1.75,-247.342921622635,239.420025234323
"TWFE","avg",2,-247.342921622635,247.342921622635
"TWFE","peak",0,-112.400564828571,-44.7488142107478
"TWFE","peak",0.25,-158.206437642722,-8.10411595942679
"TWFE","peak",0.5,-219.515836640125,51.7958715667709
"TWFE","peak",0.75,-281.529941373129,113.809976299776
"TWFE","peak",1,-344.953457577339,176.528786768383
"TWFE","peak",1.25,-352.000514933362,240.657008708194
"TWFE","peak",1.5,-352.000514933362,304.785230648006
"TWFE","peak",1.75,-352.000514933362,352.000514933362
"TWFE","peak",2,-352.000514933362,352.000514933362
"CS-NT","first",0,-52.1324446327757,7.80425817855922
"CS-NT","first",0.25,-58.3758511756231,12.1746427585524
"CS-NT","first",0.5,-65.86793902704,18.4180493013998
"CS-NT","first",0.75,-75.2330488413111,25.9101371528167
"CS-NT","first",1,-85.8468399641517,34.650906312803
"CS-NT","first",1.25,-96.4606310869922,44.0160161270741
"CS-NT","first",1.5,-107.074422209833,54.6298072499147
"CS-NT","first",1.75,-118.936894641243,65.2435983727552
"CS-NT","first",2,-130.175026418368,76.4817301498805
"CS-NT","avg",0,-94.7330104317704,-33.0762714388894
"CS-NT","avg",0.25,-151.251687841911,11.2395097122439
"CS-NT","avg",0.5,-221.257776906745,77.3920525900226
"CS-NT","avg",0.75,-291.263865971579,147.398141654856
"CS-NT","avg",1,-320.807720072334,218.046488417533
"CS-NT","avg",1.25,-320.807720072334,288.694835180209
"CS-NT","avg",1.5,-320.807720072334,320.807720072334
"CS-NT","avg",1.75,-320.807720072334,320.807720072334
"CS-NT","avg",2,-320.807720072334,320.807720072334
"CS-NT","peak",0,-123.120378805403,-48.5490452702695
"CS-NT","peak",0.25,-200.02206651351,12.8169479513512
"CS-NT","peak",0.5,-293.236233432428,102.923975972971
"CS-NT","peak",0.75,-387.227185075669,196.138142891889
"CS-NT","peak",1,-388.003969799994,290.905879259455
"CS-NT","peak",1.25,-388.003969799994,384.896830902696
"CS-NT","peak",1.5,-388.003969799994,388.003969799994
"CS-NT","peak",1.75,-388.003969799994,388.003969799994
"CS-NT","peak",2,-388.003969799994,388.003969799994
