"id_artigo","grupo","beta_twfe","se_twfe","att_csdid_nt","se_csdid_nt","att_csdid_nyt","se_csdid_nyt","att_nt_simple","se_nt_simple","att_nt_dynamic","se_nt_dynamic","att_nyt_simple","se_nyt_simple","att_nyt_dynamic","se_nyt_dynamic"
"Tanaka (2014)","unica_sem_controles",0.567234942527154,0.241185403032607,0.521618768605356,0.389821038239328,NA,NA,0.521618768605356,0.383269696293053,0.521618768605356,0.387176953905199,NA,NA,NA,NA
