"estimator","target","Mbar","lb","ub"
"TWFE","first",0,0.0194479691742049,0.239095621024047
"TWFE","first",0.25,0.00800798730702557,0.252823599264662
"TWFE","first",0.5,-0.00800798730702534,0.266551577505278
"TWFE","first",0.75,-0.0217359655476406,0.280279555745893
"TWFE","first",1,-0.0377519401616917,0.296295530359944
"TWFE","first",1.25,-0.0560559111491785,0.314599501347431
"TWFE","first",1.5,-0.0743598821366653,0.335191468708353
"TWFE","first",1.75,-0.0949518494975881,0.355783436069276
"TWFE","first",2,-0.117831813231947,0.376375403430199
"CS-NT","first",0,0.0111298327548555,0.248566264858441
"CS-NT","first",0.25,-0.00370994425161864,0.263406041864915
"CS-NT","first",0.5,-0.0185497212580927,0.278245818871389
"CS-NT","first",0.75,-0.0358627944323124,0.293085595877864
"CS-NT","first",1,-0.0531758676065321,0.312871965219829
"CS-NT","first",1.25,-0.0754355331162435,0.33513163072954
"CS-NT","first",1.5,-0.1001684947937,0.359864592406997
"CS-NT","first",1.75,-0.127374752638903,0.384597554084454
"CS-NT","first",2,-0.15210771431636,0.409330515761911
"TWFE","avg",0,0.222406620963279,0.97936950634707
"TWFE","avg",0.25,0.191191656617555,1.01838821177922
"TWFE","avg",0.5,0.167780433358263,1.06521065829781
"TWFE","avg",0.75,0.128761727926109,1.11203310481639
"TWFE","avg",1,0.0819392814075237,1.16665929242141
"TWFE","avg",1.25,0.0273130938025079,1.22128548002643
"TWFE","avg",1.5,-0.0273130938025079,1.28371540871787
"TWFE","avg",1.75,-0.0819392814075237,1.35394907849575
"TWFE","avg",2,-0.14436921009897,1.4163790071872
"CS-NT","avg",0,0.391136878393201,0.805784716689819
"CS-NT","avg",0.25,0.356939118533686,0.844257196531773
"CS-NT","avg",0.5,0.305642478744414,0.891279116338606
"CS-NT","avg",0.75,0.245796398990263,0.951125196092757
"CS-NT","avg",1,0.168851439306354,1.02807015577667
"CS-NT","avg",1.25,0.091906479622446,1.10501511546057
"CS-NT","avg",1.5,0.00641207997365889,1.19050951510936
"CS-NT","avg",1.75,-0.0748075996926891,1.27600391475815
"CS-NT","avg",2,-0.164576719323916,1.36149831440694
"TWFE","peak",0,0.403188599792347,1.52510470356236
"TWFE","peak",0.25,0.34475546938766,1.59522446004798
"TWFE","peak",0.5,0.298008965063909,1.66534421653361
"TWFE","peak",0.75,0.239575834659221,1.74715059910017
"TWFE","peak",1,0.157769452092658,1.82895698166674
"TWFE","peak",1.25,0.0759630695260949,1.93413661639517
"TWFE","peak",1.5,-0.0175299391214061,2.03931625112361
"TWFE","peak",1.75,-0.122709573849844,2.14449588585205
"TWFE","peak",2,-0.227889208578283,2.26136214666143
"CS-NT","peak",0,0.328446977367497,1.59071379234847
"CS-NT","peak",0.25,0.276925882878477,1.64223488683748
"CS-NT","peak",0.5,0.212524514767204,1.70663625494876
"CS-NT","peak",0.75,0.135242873033675,1.78391789668229
"CS-NT","peak",1,0.0579612313001467,1.86119953841581
"CS-NT","peak",1.25,-0.0322006840556366,1.9513614537716
"CS-NT","peak",1.5,-0.14812314665593,2.06728391637189
"CS-NT","peak",1.75,-0.276925882878477,2.19608665259444
"CS-NT","peak",2,-0.405728619101025,2.32488938881699
