"estimator","target","Mbar","lb","ub"
"TWFE","first",0,-0.00715245895649796,0.0753111854831256
"TWFE","first",0.25,-0.012201253514026,0.0828843773194176
"TWFE","first",0.5,-0.0189329795907299,0.0929819664344735
"TWFE","first",0.75,-0.0281891029461979,0.104762487068706
"TWFE","first",1,-0.0382866920612538,0.118225939222113
"TWFE","first",1.25,-0.0500672126954858,0.131689391375521
"TWFE","first",1.5,-0.0635306648488937,0.145994309288517
"TWFE","first",1.75,-0.0761526512427136,0.159457761441925
"TWFE","first",2,-0.0904575691557096,0.174604145114509
"TWFE","avg",0,0.0138279973706131,0.0768579388738729
"TWFE","avg",0.25,-0.000964744002600937,0.104513933615099
"TWFE","avg",0.5,-0.0299070640806284,0.139887880377133
"TWFE","avg",0.75,-0.0639946855058607,0.177191315144368
"TWFE","avg",1,-0.100654957604695,0.215137912580004
"TWFE","avg",1.25,-0.138601555040331,0.25308451001564
"TWFE","avg",1.5,-0.175904989807567,0.291674270119677
"TWFE","avg",1.75,-0.213851587243203,0.321259752866105
"TWFE","avg",2,-0.252441347347239,0.321259752866105
"TWFE","peak",0,0.0400179692767175,0.107056618663355
"TWFE","peak",0.25,0.00855084813605073,0.154257300374355
"TWFE","peak",0.5,-0.04549051208379,0.213087135550384
"TWFE","peak",0.75,-0.104320347259819,0.273285106428182
"TWFE","peak",1,-0.164518318137616,0.334851213007747
"TWFE","peak",1.25,-0.225400356866298,0.341691891516588
"TWFE","peak",1.5,-0.286966463445863,0.341691891516588
"TWFE","peak",1.75,-0.341691891516588,0.341691891516588
"TWFE","peak",2,-0.341691891516588,0.341691891516588
"CS-NT","first",0,0.00902133871034505,0.0436915815971613
"CS-NT","first",0.25,0.000530666982961475,0.0521822533245449
"CS-NT","first",0.5,-0.01079022865355,0.0638569269496973
"CS-NT","first",0.75,-0.0235262362446253,0.0765929345407727
"CS-NT","first",1,-0.0366160218243417,0.0896827201204891
"CS-NT","first",1.25,-0.05041336338134,0.103480061677487
"CS-NT","first",1.5,-0.0645644829269793,0.117631181223127
"CS-NT","first",1.75,-0.0787156024726186,0.131782300768766
"CS-NT","first",2,-0.0928667220182579,0.145933420314405
"CS-NT","avg",0,0.0267557829843475,0.0542119791358245
"CS-NT","avg",0.25,0.00126074370083312,0.0833491668884124
"CS-NT","avg",0.5,-0.0326392535882355,0.11864999051174
"CS-NT","avg",0.75,-0.0679400772115631,0.139942550792477
"CS-NT","avg",1,-0.104081396635446,0.139942550792477
"CS-NT","avg",1.25,-0.139942550792477,0.139942550792477
"CS-NT","avg",1.5,-0.139942550792477,0.139942550792477
"CS-NT","avg",1.75,-0.139942550792477,0.139942550792477
"CS-NT","avg",2,-0.139942550792477,0.139942550792477
"CS-NT","peak",0,0.0563509570136772,0.0876393070835943
"CS-NT","peak",0.25,0.0122918518131817,0.137125983214586
"CS-NT","peak",0.5,-0.0435802018830988,0.159474804693098
"CS-NT","peak",0.75,-0.101048599970702,0.159474804693098
"CS-NT","peak",1,-0.158836266936569,0.159474804693098
"CS-NT","peak",1.25,-0.159474804693098,0.159474804693098
"CS-NT","peak",1.5,-0.159474804693098,0.159474804693098
"CS-NT","peak",1.75,-0.159474804693098,0.159474804693098
"CS-NT","peak",2,-0.159474804693098,0.159474804693098
