"treated","untreated","estimate","weight","type"
220,99999,-0.05553009108941,0.116455973293931,"Treated vs Untreated"
225,99999,-0.174116347605996,0.0210146117222131,"Treated vs Untreated"
210,99999,-0.225951282124889,0.133968149729109,"Treated vs Untreated"
205,99999,0.0468233105811273,0.0385267881573907,"Treated vs Untreated"
216,99999,-0.0316154973976631,0.0722377277951075,"Treated vs Untreated"
215,99999,-0.262985605746511,0.0735511410277458,"Treated vs Untreated"
207,99999,-0.202191386868552,0.105073058611066,"Treated vs Untreated"
208,99999,-0.0903576154233785,0.0582279866469655,"Treated vs Untreated"
212,99999,-0.198682507150099,0.0722377277951075,"Treated vs Untreated"
213,99999,-0.229754550116404,0.0735511410277458,"Treated vs Untreated"
225,220,-0.20325264930725,0.0005472555135993,"Later vs Earlier Treated"
210,220,-0.22917442586687,0.00985059924478739,"Earlier vs Later Treated"
205,220,-0.0689991712570188,0.0032835330815958,"Earlier vs Later Treated"
216,220,-0.127896515528362,0.0032835330815958,"Earlier vs Later Treated"
215,220,-0.343208152907235,0.0038307885951951,"Earlier vs Later Treated"
207,220,-0.31177688561953,0.00853718601214907,"Earlier vs Later Treated"
208,220,-0.220086381548928,0.00459694631423412,"Earlier vs Later Treated"
212,220,-0.29621521993117,0.00481584851967384,"Earlier vs Later Treated"
213,220,-0.286478459835053,0.00459694631423412,"Earlier vs Later Treated"
220,225,-0.111643384632312,0.00519892737919335,"Earlier vs Later Treated"
210,225,-0.195587205886841,0.00738794943359054,"Earlier vs Later Treated"
205,225,0.0632400989532466,0.0021890220543972,"Earlier vs Later Treated"
216,225,-0.070224369896784,0.00369397471679527,"Earlier vs Later Treated"
215,225,-0.313981424059187,0.0038307885951951,"Earlier vs Later Treated"
207,225,-0.194069630569882,0.00591035954687244,"Earlier vs Later Treated"
208,225,-0.0866099045056261,0.00325617030591583,"Earlier vs Later Treated"
212,225,-0.207916236423947,0.00391287692223499,"Earlier vs Later Treated"
213,225,-0.24550884962082,0.00394023969791496,"Earlier vs Later Treated"
220,210,0.117882500376021,0.00766157719039019,"Later vs Earlier Treated"
225,210,0.0486143747965503,0.0016417665407979,"Later vs Earlier Treated"
205,210,0.0156831502914425,0.0010945110271986,"Earlier vs Later Treated"
216,210,0.178472782626296,0.00361188638975538,"Later vs Earlier Treated"
215,210,-0.080942722161611,0.0032835330815958,"Later vs Earlier Treated"
207,210,-0.142273267110189,0.00197011984895748,"Earlier vs Later Treated"
208,210,-0.0330765928540913,0.000766157719039019,"Earlier vs Later Treated"
212,210,0.122680409749347,0.0016417665407979,"Later vs Earlier Treated"
213,210,0.0509377945037096,0.00229847315711706,"Later vs Earlier Treated"
220,205,-0.110314982278006,0.00574618289279265,"Later vs Earlier Treated"
225,205,-0.0622269630432126,0.0010945110271986,"Later vs Earlier Treated"
210,205,-0.25820118118735,0.00465167186559405,"Later vs Earlier Treated"
216,205,-0.0423521995544439,0.00331089585727576,"Later vs Earlier Treated"
215,205,-0.280254817008972,0.0032835330815958,"Later vs Earlier Treated"
207,205,-0.231117993593215,0.0021890220543972,"Later vs Earlier Treated"
208,205,-0.153539389894719,0.001559678213758,"Later vs Earlier Treated"
212,205,-0.188786629268101,0.00287309144639632,"Later vs Earlier Treated"
213,205,-0.228728984083449,0.00306463087615608,"Later vs Earlier Treated"
220,216,-0.110632385526386,0.00153231543807804,"Later vs Earlier Treated"
225,216,-0.0722433461083301,0.00049252996223937,"Later vs Earlier Treated"
210,216,-0.0827915271123252,0.00295517977343622,"Earlier vs Later Treated"
205,216,0.0494753555818065,0.00120396212991846,"Earlier vs Later Treated"
215,216,-0.165878057479858,0.00038307885951951,"Earlier vs Later Treated"
207,216,-0.172598017586603,0.00295517977343622,"Earlier vs Later Treated"
