"estimator","time","coef","se"
"TWFE",-9,-0.0687877761709372,0.0617713103267397
"TWFE",-8,-0.0280328434092814,0.0498600838291572
"TWFE",-7,-0.0323497298115939,0.048710416437368
"TWFE",-6,0.00723278840235587,0.0261366754736378
"TWFE",-5,0.00414595447133852,0.0237414364086775
"TWFE",-4,0.00154029016924472,0.0179402914374474
"TWFE",-3,0.0304639713595772,0.0166501859024043
"TWFE",-2,0.0120893252185292,0.00842865092118083
"TWFE",-1,0,0
"TWFE",0,-0.0484921966523518,0.0286793085493601
"TWFE",1,-0.112624481149327,0.0442927454382934
"TWFE",2,-0.137848195469734,0.0500118376237161
"TWFE",3,-0.181597267240724,0.0465767988353937
"TWFE",4,-0.181027499654562,0.0416691844181146
"TWFE",5,-0.188869040768402,0.0494018087377442
"TWFE",6,-0.208422787145418,0.0576129791823421
"TWFE",7,-0.259488352599815,0.0599154402799984
"TWFE",8,-0.255336368254672,0.0590554477392312
"TWFE",9,-0.256630120913794,0.0686950064948414
"CS-NT",-9,-0.0236912891366807,0.0467118673100793
"CS-NT",-8,-0.0171816898817233,0.0397470689063548
"CS-NT",-7,-0.0071590865341532,0.0355467999753147
"CS-NT",-6,-0.000350331029376224,0.0200781783718621
"CS-NT",-5,-0.000895244282286725,0.0153311484289915
"CS-NT",-4,0.00805449643502172,0.0177139074372136
"CS-NT",-3,0.0199902552862672,0.0157387604045633
"CS-NT",-2,0.00892242346541248,0.0083938673776794
"CS-NT",-1,0,NA
"CS-NT",0,-0.0574900520024708,0.0503595849990798
"CS-NT",1,-0.112731683145537,0.0554924011338472
"CS-NT",2,-0.144906813644433,0.0622645322375476
"CS-NT",3,-0.175852587903155,0.0502042624421562
"CS-NT",4,-0.178708598793459,0.0397175150094083
"CS-NT",5,-0.191843114308295,0.0547783891508353
"CS-NT",6,-0.211438266873593,0.0706498663512614
"CS-NT",7,-0.262301509737468,0.0801693024316958
"CS-NT",8,-0.234099389466526,0.0619511757763524
"CS-NT",9,-0.235708218806546,0.0600417879043047
"CS-NYT",-9,-0.00827316569346651,0.0356319909379528
"CS-NYT",-8,-0.00387195746693859,0.029974516147755
"CS-NYT",-7,0.00479719707952898,0.0376198930558329
"CS-NYT",-6,0.0193610768976833,0.0133527976589608
"CS-NYT",-5,0.0108731769733589,0.0142868548114369
"CS-NYT",-4,0.0171923922183503,0.0124211763820742
"CS-NYT",-3,0.0341603066415931,0.00966918330244344
"CS-NYT",-2,0.0202591711314503,0.00710889761376368
"CS-NYT",-1,0,NA
"CS-NYT",0,-0.0533831555280771,0.0459069522783419
"CS-NYT",1,-0.112477960786146,0.066822134194622
"CS-NYT",2,-0.147521764130067,0.063479295273947
"CS-NYT",3,-0.177348540916819,0.0509009341727164
"CS-NYT",4,-0.176730755042345,0.0420548273329997
"CS-NYT",5,-0.195940182280003,0.0578600315790399
"CS-NYT",6,-0.220778691594144,0.0746525965558529
"CS-NYT",7,-0.270292577775028,0.0789489395897549
"CS-NYT",8,-0.248922629135915,0.0654650159624658
"CS-NYT",9,-0.254025964965206,0.0580347658060678
"SA",-9,-0.0236912891367064,0.033308158903118
"SA",-8,-0.0171816898817492,0.0262039387561562
"SA",-7,-0.00715908653416964,0.0179665544514703
"SA",-6,-0.000350331029380834,0.0207426855914583
"SA",-5,-0.000895244282291288,0.0109693277982927
"SA",-4,0.00805449643501576,0.0121878090061709
"SA",-3,0.0199902552862615,0.00471540524067443
"SA",-2,0.00892242346540685,0.0058183285123376
"SA",0,-0.0574900520024758,0.0118909240956032
"SA",1,-0.112731683145541,0.0389112616853521
"SA",2,-0.144906813644435,0.0446490584626632
"SA",3,-0.17585258790316,0.043887684323968
"SA",4,-0.178708598793464,0.0367867351373404
"SA",5,-0.1918431143083,0.0403091081592415
"SA",6,-0.211438266873598,0.0416289478749019
"SA",7,-0.262301509737469,0.0471528241222231
"SA",8,-0.234099389466527,0.0563548330695191
"SA",9,-0.235708218806545,0.0699057903523398
"Gardner",-9,-0.0276442220013517,0.012939127126108
"Gardner",-8,-0.0106174954879915,0.0084843441432586
"Gardner",-7,0.0088339460334059,0.0155458418772275
"Gardner",-6,0.00783691340716889,0.00482711893966026
"Gardner",-5,0.00292399517186028,0.00652959373113342
"Gardner",-4,0.00558933662581499,0.0089898292786383
"Gardner",-3,0.0197319704697295,0.00963169880146985
"Gardner",-2,0.0108535970489545,0.0112073762844316
"Gardner",0,-0.0631488748940893,0.0451445818300685
"Gardner",1,-0.117856720928367,0.0518568780804425
"Gardner",2,-0.15039140482304,0.0607127217590132
"Gardner",3,-0.177887449686597,0.0471488833046566
"Gardner",4,-0.177284573798673,0.0385040555278606
"Gardner",5,-0.195510010202826,0.0530033600704622
"Gardner",6,-0.219836596907389,0.0606947652740167
"Gardner",7,-0.278053955256976,0.0644055809762965
"Gardner",8,-0.256824908396294,0.0605867516857417
"Gardner",9,-0.270212180651126,0.0567043176862058
