"scope","item","status","detail","path"
"latex","overleaf Figures/honestdid/id_21_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_21_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_21_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_21_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_25_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_25_event_study.pdf"
"latex","working-paper Figures/event_study/id_25_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_25_event_study.pdf"
"latex","overleaf Figures/honestdid/id_25_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_25_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_25_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_25_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_44_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_44_event_study.pdf"
"latex","working-paper Figures/event_study/id_44_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_44_event_study.pdf"
"latex","overleaf Figures/honestdid/id_44_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_44_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_44_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_44_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_47_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_47_event_study.pdf"
"latex","working-paper Figures/event_study/id_47_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_47_event_study.pdf"
"latex","overleaf Figures/honestdid/id_47_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_47_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_47_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_47_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_60_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_60_event_study.pdf"
"latex","working-paper Figures/event_study/id_60_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_60_event_study.pdf"
"latex","overleaf Figures/honestdid/id_60_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_60_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_60_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_60_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_65_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_65_event_study.pdf"
"latex","working-paper Figures/event_study/id_65_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_65_event_study.pdf"
"latex","overleaf Figures/honestdid/id_65_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_65_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_65_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_65_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_76_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_76_event_study.pdf"
"latex","working-paper Figures/event_study/id_76_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_76_event_study.pdf"
"latex","overleaf Figures/honestdid/id_76_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_76_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_76_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_76_honest_did_v3.pdf"
"latex","overleaf Figures/honestdid/id_79_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_79_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_79_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_79_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_80_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_80_event_study.pdf"
"latex","working-paper Figures/event_study/id_80_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_80_event_study.pdf"
"latex","overleaf Figures/event_study/id_97_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_97_event_study.pdf"
"latex","working-paper Figures/event_study/id_97_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_97_event_study.pdf"
"latex","overleaf Figures/honestdid/id_97_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_97_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_97_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_97_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_125_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_125_event_study.pdf"
"latex","working-paper Figures/event_study/id_125_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_125_event_study.pdf"
"latex","overleaf Figures/honestdid/id_125_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_125_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_125_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_125_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_133_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_133_event_study.pdf"
"latex","working-paper Figures/event_study/id_133_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_133_event_study.pdf"
"latex","overleaf Figures/honestdid/id_133_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_133_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_133_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_133_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_147_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_147_event_study.pdf"
"latex","working-paper Figures/event_study/id_147_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_147_event_study.pdf"
"latex","overleaf Figures/honestdid/id_147_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_147_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_147_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_147_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_201_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_201_event_study.pdf"
"latex","working-paper Figures/event_study/id_201_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_201_event_study.pdf"
"latex","overleaf Figures/honestdid/id_201_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_201_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_201_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_201_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_210_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_210_event_study.pdf"
"latex","working-paper Figures/event_study/id_210_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_210_event_study.pdf"
"latex","overleaf Figures/honestdid/id_210_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_210_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_210_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_210_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_213_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_213_event_study.pdf"
"latex","working-paper Figures/event_study/id_213_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_213_event_study.pdf"
"latex","overleaf Figures/honestdid/id_213_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_213_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_213_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_213_honest_did_v3.pdf"
"latex","overleaf Figures/honestdid/id_228_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_228_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_228_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_228_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_233_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_233_event_study.pdf"
"latex","working-paper Figures/event_study/id_233_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_233_event_study.pdf"
"latex","overleaf Figures/honestdid/id_233_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_233_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_233_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_233_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_241_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_241_event_study.pdf"
"latex","working-paper Figures/event_study/id_241_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_241_event_study.pdf"
"latex","overleaf Figures/honestdid/id_241_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_241_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_241_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_241_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_253_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_253_event_study.pdf"
"latex","working-paper Figures/event_study/id_253_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_253_event_study.pdf"
"latex","overleaf Figures/honestdid/id_253_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_253_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_253_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_253_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_254_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_254_event_study.pdf"
"latex","working-paper Figures/event_study/id_254_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_254_event_study.pdf"
"latex","overleaf Figures/honestdid/id_254_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_254_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_254_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_254_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_262_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_262_event_study.pdf"
"latex","working-paper Figures/event_study/id_262_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_262_event_study.pdf"
"latex","overleaf Figures/honestdid/id_262_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_262_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_262_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_262_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_263_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_263_event_study.pdf"
"latex","working-paper Figures/event_study/id_263_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_263_event_study.pdf"
"latex","overleaf Figures/honestdid/id_263_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_263_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_263_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_263_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_267_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_267_event_study.pdf"
"latex","working-paper Figures/event_study/id_267_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_267_event_study.pdf"
"latex","overleaf Figures/honestdid/id_267_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_267_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_267_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_267_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_271_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_271_event_study.pdf"
"latex","working-paper Figures/event_study/id_271_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_271_event_study.pdf"
"latex","overleaf Figures/event_study/id_281_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_281_event_study.pdf"
"latex","working-paper Figures/event_study/id_281_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_281_event_study.pdf"
"latex","overleaf Figures/honestdid/id_281_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_281_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_281_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_281_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_290_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_290_event_study.pdf"
"latex","working-paper Figures/event_study/id_290_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_290_event_study.pdf"
"latex","overleaf Figures/honestdid/id_290_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_290_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_290_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_290_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_305_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_305_event_study.pdf"
"latex","working-paper Figures/event_study/id_305_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_305_event_study.pdf"
"latex","overleaf Figures/honestdid/id_305_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_305_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_305_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_305_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_309_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_309_event_study.pdf"
"latex","working-paper Figures/event_study/id_309_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_309_event_study.pdf"
"latex","overleaf Figures/honestdid/id_309_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_309_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_309_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_309_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_311_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_311_event_study.pdf"
"latex","working-paper Figures/event_study/id_311_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_311_event_study.pdf"
"latex","overleaf Figures/honestdid/id_311_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_311_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_311_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_311_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_321_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_321_event_study.pdf"
"latex","working-paper Figures/event_study/id_321_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_321_event_study.pdf"
"latex","overleaf Figures/honestdid/id_321_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_321_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_321_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_321_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_323_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_323_event_study.pdf"
"latex","working-paper Figures/event_study/id_323_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_323_event_study.pdf"
"latex","overleaf Figures/honestdid/id_323_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_323_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_323_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_323_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_333_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_333_event_study.pdf"
"latex","working-paper Figures/event_study/id_333_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_333_event_study.pdf"
"latex","overleaf Figures/honestdid/id_333_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_333_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_333_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_333_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_335_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_335_event_study.pdf"
"latex","working-paper Figures/event_study/id_335_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_335_event_study.pdf"
"latex","overleaf Figures/honestdid/id_335_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_335_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_335_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_335_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_347_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_347_event_study.pdf"
"latex","working-paper Figures/event_study/id_347_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_347_event_study.pdf"
"latex","overleaf Figures/honestdid/id_347_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_347_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_347_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_347_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_359_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_359_event_study.pdf"
"latex","working-paper Figures/event_study/id_359_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_359_event_study.pdf"
"latex","overleaf Figures/honestdid/id_359_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_359_honest_did_v3.pdf"
"latex","working-paper Figures/honestdid/id_359_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/honestdid/id_359_honest_did_v3.pdf"
"latex","overleaf Figures/event_study/id_395_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/event_study/id_395_event_study.pdf"
"latex","working-paper Figures/event_study/id_395_event_study.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/health_did_replication/Figures/event_study/id_395_event_study.pdf"
"latex","overleaf Figures/honestdid/id_395_honest_did_v3.pdf","PASS","exists","C:/Users/victo/OneDrive/Pesquisas/replication_analysis/Replication Package/overleaf/Figures/honestdid/id_395_honest_did_v3.pdf"
