"id_artigo","grupo","beta_twfe","se_twfe","beta_twfe_no_ctrls","se_twfe_no_ctrls","att_csdid_nt","se_csdid_nt","att_csdid_nyt","se_csdid_nyt","att_nt_simple","se_nt_simple","att_nt_dynamic","se_nt_dynamic","att_nyt_simple","se_nyt_simple","att_nyt_dynamic","se_nyt_dynamic","att_cs_nt_with_ctrls","se_cs_nt_with_ctrls","att_cs_nt_with_ctrls_dyn","se_cs_nt_with_ctrls_dyn","cs_nt_with_ctrls_status","att_cs_nyt_with_ctrls","se_cs_nyt_with_ctrls","att_cs_nyt_with_ctrls_dyn","se_cs_nyt_with_ctrls_dyn","cs_nyt_with_ctrls_status"
"Anderson, Charles, Rees (2020)","escalonada_controles",1.22100381425433,0.887922734620682,1.20589974703398,0.892163767222095,1.26006970149206,0.485829922778354,1.47286586283357,2.1573091604624,0.994644924138791,0.403647671011592,0.980118085028023,0.404791181885583,1.27030343253399,2.22233090697078,1.23722146993408,2.31743870043967,0,NA,0,NA,"OK",2.45168537233605,2.70533015658137,2.72257151372146,2.50802131621571,"OK"
