"estimator","target","Mbar","lb","ub"
"TWFE","first",0,-0.802410191774413,3.23021538739956
"TWFE","first",0.25,-1.04930563539731,3.47711083102246
"TWFE","first",0.5,-1.41964880083166,3.80630475585299
"TWFE","first",0.75,-1.91343968807745,4.30009564309879
"TWFE","first",1,-2.57182753773851,4.87618501155221
"TWFE","first",1.25,-3.23021538739957,5.49342362060945
"TWFE","first",1.5,-3.92975247766444,6.15181147027051
"TWFE","first",1.75,-4.62928956792931,6.81019931993157
"TWFE","first",2,-5.36997589879801,7.50973641019644
"TWFE","avg",0,-1.70804304485545,3.55164506152482
"TWFE","avg",0.25,-3.00940917426912,4.58189324731064
"TWFE","avg",0.5,-5.28679990074305,6.64238961888229
"TWFE","avg",0.75,-7.78108498211925,9.1366747002585
"TWFE","avg",1,-10.3838172409466,11.6851833703603
"TWFE","avg",1.25,-12.9865494997739,14.2879156291876
"TWFE","avg",1.5,-15.5892817586013,16.890647888015
"TWFE","avg",1.75,-18.2462376061542,19.5476037355679
"TWFE","avg",2,-20.9031934537071,22.2045595831208
"TWFE","peak",0,-0.358468859353575,4.18213669245838
"TWFE","peak",0.25,-1.02761073014691,4.85127856325172
"TWFE","peak",0.5,-2.07911938425073,5.80719552152792
"TWFE","peak",0.75,-3.46519897375122,7.04988756728698
"TWFE","peak",1,-4.89907441116553,8.38817130887366
"TWFE","peak",1.25,-6.38074569649363,9.72645505046034
"TWFE","peak",1.5,-7.86241698182175,11.2081263357884
"TWFE","peak",1.75,-9.39188411506367,12.6897976211166
"TWFE","peak",2,-10.8735554003918,14.2192647543585
"CS-NT","first",0,0.316579498582374,3.96655489400266
"CS-NT","first",0.25,0.130356264122156,4.30175671603105
"CS-NT","first",0.5,-0.0931116172301074,4.71144783184353
"CS-NT","first",0.75,-0.391068792366458,5.30736218211623
"CS-NT","first",1,-0.800759908178939,5.94052117928097
"CS-NT","first",1.25,-1.35942961155959,6.57368017644572
"CS-NT","first",1.5,-1.99258860872434,7.2440838205025
"CS-NT","first",1.75,-2.62574760588908,7.91448746455929
"CS-NT","first",2,-3.29615124994587,8.58489110861608
"CS-NT","avg",0,0.303604774095986,1.98644266479945
"CS-NT","avg",0.25,-1.62211693588427,3.66928055550291
"CS-NT","avg",0.5,-4.06830397288621,6.0981187482708
"CS-NT","avg",0.75,-6.51449100988815,8.5616546295068
"CS-NT","avg",1,-8.66574769491114,8.66574769491114
"CS-NT","avg",1.25,-8.66574769491114,8.66574769491114
"CS-NT","avg",1.5,-8.66574769491114,8.66574769491114
"CS-NT","avg",1.75,-8.66574769491114,8.66574769491114
"CS-NT","avg",2,-8.66574769491114,8.66574769491114
"CS-NT","peak",0,1.03096374551986,4.38596440890653
"CS-NT","peak",0.25,-1.86971391136653,7.39148583652376
"CS-NT","peak",0.5,-5.99356889344598,11.5153408186032
"CS-NT","peak",0.75,-10.1873197226793,15.7090916478366
"CS-NT","peak",1,-14.3810705519127,17.4564878266838
"CS-NT","peak",1.25,-17.4564878266838,17.4564878266838
"CS-NT","peak",1.5,-17.4564878266838,17.4564878266838
"CS-NT","peak",1.75,-17.4564878266838,17.4564878266838
"CS-NT","peak",2,-17.4564878266838,17.4564878266838
