"estimator","vcov_type","n_pre","n_post","rm_first_Mbar","rm_avg_Mbar","rm_peak_Mbar","rm_peak_idx","att_first","att_avg","att_peak"
"TWFE","full",3,7,0,0,0,6,0.0144558951472752,0.0291016875717451,0.0380145200182905
"CS-NT","full_IF",3,7,0,0,0,6,0.0164271593093872,0.0463593590016268,0.0744625755718776
