"estimator","target","Mbar","lb","ub"
"TWFE","first",0,-0.00888294605941176,0.0376925008466931
"TWFE","first",0.25,-0.0117639015381399,0.0405734563254213
"TWFE","first",0.5,-0.0156051755097774,0.0444147302970588
"TWFE","first",0.75,-0.0204067679743243,0.0492163227616057
"TWFE","first",1,-0.0261686789317806,0.0559385522119714
"TWFE","first",1.25,-0.0328909083821463,0.062660781662337
"TWFE","first",1.5,-0.0396131378325119,0.0693830111127027
"TWFE","first",1.75,-0.0463353672828776,0.0765853998095231
"TWFE","first",2,-0.0530575967332433,0.0833076292598887
"TWFE","avg",0,0.00474634529134083,0.0532090287924001
"TWFE","avg",0.25,-0.0117409594048958,0.0691967181948115
"TWFE","avg",0.5,-0.0382205699776396,0.0966755593552059
"TWFE","avg",0.75,-0.0661990264318594,0.125153631103251
"TWFE","avg",1,-0.0941774828860792,0.154131318145122
"TWFE","avg",1.25,-0.122155939340299,0.183608620480817
"TWFE","avg",1.5,-0.150634011088344,0.213085922816513
"TWFE","avg",1.75,-0.178612467542564,0.242063609858384
"TWFE","avg",2,-0.206590923996784,0.249557839265764
"TWFE","peak",0,0.00184944636277717,0.0736079652385312
"TWFE","peak",0.25,-0.0233030241709923,0.100239992862522
"TWFE","peak",0.5,-0.0632510656069791,0.142407369933842
"TWFE","peak",0.75,-0.105418442678298,0.184574747005161
"TWFE","peak",1,-0.147585819749618,0.228961459711813
"TWFE","peak",1.25,-0.189753196820937,0.273348172418465
"TWFE","peak",1.5,-0.232660352437368,0.316995106580006
"TWFE","peak",1.75,-0.274827729508687,0.361381819286658
"TWFE","peak",2,-0.317734885125117,0.369519383282878
"CS-NT","first",0,-0.00836978678142047,0.0413416741021678
"CS-NT","first",0.25,-0.0129351250258316,0.0469215319564481
"CS-NT","first",0.5,-0.0190222426850465,0.0535159094205976
"CS-NT","first",0.75,-0.0276456593689343,0.0616320662995508
"CS-NT","first",1,-0.0377908554676258,0.0707627427883731
"CS-NT","first",1.25,-0.0484433113712518,0.08040067908213
"CS-NT","first",1.5,-0.0590957672748779,0.0905458751808215
"CS-NT","first",1.75,-0.0697482231785039,0.101198331084448
"CS-NT","first",2,-0.0809079388870645,0.111850786988074
"CS-NT","avg",0,0.010080124188215,0.0825076831702047
"CS-NT","avg",0.25,-0.0130668276513899,0.108641338472984
"CS-NT","avg",0.5,-0.0526406485384564,0.149708511091638
"CS-NT","avg",0.75,-0.0966945246202852,0.193762387173467
"CS-NT","avg",1,-0.141495076567908,0.23856293912109
"CS-NT","avg",1.25,-0.18629562851553,0.284110166934506
"CS-NT","avg",1.5,-0.231842856328946,0.328910718882128
"CS-NT","avg",1.75,-0.277390084142362,0.372964594963957
"CS-NT","avg",2,-0.322937311955779,0.372964594963957
"CS-NT","peak",0,0.0219242716303114,0.126732984789849
"CS-NT","peak",0.25,-0.011229504981379,0.167373098055792
"CS-NT","peak",0.5,-0.0711201982154004,0.230472221284493
"CS-NT","peak",0.75,-0.137427751438781,0.297849251172767
"CS-NT","peak",1,-0.204804781327055,0.365226281061041
"CS-NT","peak",1.25,-0.272181811215329,0.432603310949315
"CS-NT","peak",1.5,-0.339558841103603,0.499980340837589
"CS-NT","peak",1.75,-0.408005347656771,0.534203594114173
"CS-NT","peak",2,-0.477521330874831,0.534203594114173
