"estimator","target","Mbar","lb","ub"
"TWFE","first",0,-33.1003997902725,9.86435755339249
"TWFE","first",0.25,-43.183965289296,16.0021800310589
"TWFE","first",0.5,-55.4596102446288,25.6473296388205
"TWFE","first",0.75,-69.9273346562711,38.7998063766771
"TWFE","first",1,-85.2718908504372,53.2675307883194
"TWFE","first",1.25,-101.054862935865,68.6120869824855
"TWFE","first",1.5,-116.837835021293,83.9566431766516
"TWFE","first",1.75,-132.620807106721,99.7396152620795
"TWFE","first",2,-148.842195083411,115.522587347507
"TWFE","avg",0,-29.5190244914209,6.86920695712311
"TWFE","avg",0.25,-58.4810862565885,33.232109333109
"TWFE","avg",0.5,-97.0971686101454,71.8481916866659
"TWFE","avg",0.75,-137.198484900378,111.578199492729
"TWFE","avg",1,-177.29980119061,151.679515782961
"TWFE","avg",1.25,-185.468587842324,185.468587842324
"TWFE","avg",1.5,-185.468587842324,185.468587842324
"TWFE","avg",1.75,-185.468587842324,185.468587842324
"TWFE","avg",2,-185.468587842324,185.468587842324
"TWFE","peak",0,-39.1698771033025,1.0473229172006
"TWFE","peak",0.25,-77.2924312894044,31.2102229325779
"TWFE","peak",0.5,-124.212497979991,77.2924312894044
"TWFE","peak",0.75,-172.389352171219,125.050356313752
"TWFE","peak",1,-209.25511885668,173.227210504979
"TWFE","peak",1.25,-209.25511885668,209.25511885668
"TWFE","peak",1.5,-209.25511885668,209.25511885668
"TWFE","peak",1.75,-209.25511885668,209.25511885668
"TWFE","peak",2,-209.25511885668,209.25511885668
"CS-NT","first",0,-19.5894322185255,2.89784500274047
"CS-NT","first",0.25,-21.2122254200602,3.59332780339818
"CS-NT","first",0.5,-23.0668462218141,4.52063820427513
"CS-NT","first",0.75,-24.921467023568,5.67977620537131
"CS-NT","first",1,-27.4715706259796,7.30256940690597
"CS-NT","first",1.25,-30.2535018286104,9.15719020865987
"CS-NT","first",1.5,-33.0354330312413,11.4754662108522
"CS-NT","first",1.75,-35.8173642338721,13.7937422130446
"CS-NT","first",2,-38.8311230367222,16.3438458154562
"CS-NT","avg",0,-13.7262909873298,3.67828712732366
"CS-NT","avg",0.25,-18.7502929173328,6.19028809232519
"CS-NT","avg",0.5,-25.3891526105512,11.2142900223282
"CS-NT","avg",0.75,-32.7457268651985,17.4942924348321
"CS-NT","avg",1,-40.2817297602031,23.9537234876931
"CS-NT","avg",1.25,-47.6383040148504,30.5925831809114
"CS-NT","avg",1.5,-55.174306909855,37.410871514487
"CS-NT","avg",1.75,-62.7103098048595,44.2291598480626
"CS-NT","avg",2,-70.2463126998641,51.0474481816382
"CS-NT","peak",0,-19.5894322185255,2.89784500274047
"CS-NT","peak",0.25,-21.2122254200602,3.59332780339818
"CS-NT","peak",0.5,-23.0668462218141,4.52063820427513
"CS-NT","peak",0.75,-24.921467023568,5.67977620537131
"CS-NT","peak",1,-27.4715706259796,7.30256940690597
"CS-NT","peak",1.25,-30.2535018286104,9.15719020865987
"CS-NT","peak",1.5,-33.0354330312413,11.4754662108522
"CS-NT","peak",1.75,-35.8173642338721,13.7937422130446
"CS-NT","peak",2,-38.8311230367222,16.3438458154562
