"id_artigo","grupo","beta_twfe","se_twfe","att_csdid_nt","se_csdid_nt","att_csdid_nyt","se_csdid_nyt","att_nt_simple","se_nt_simple","att_nt_dynamic","se_nt_dynamic","att_nyt_simple","se_nyt_simple","att_nyt_dynamic","se_nyt_dynamic"
"Xu (2023)","unica_sem_controles",-0.142352229588409,0.041021211634704,-0.110295966808318,0.0786627749804537,NA,NA,-0.110295966808318,0.0774360921416974,-0.110295966808318,0.0716671132632433,NA,NA,NA,NA
