"estimator","target","Mbar","lb","ub"
"TWFE","first",0,-0.313938035797808,-0.0479817958642939
"TWFE","first",0.25,-0.338614387956588,-0.023305443705514
"TWFE","first",0.5,-0.36877437392843,0.0013709084532656
"TWFE","first",0.75,-0.404417993713334,0.0342727113316386
"TWFE","first",1,-0.4455452473113,0.0726581480230737
"TWFE","first",1.25,-0.489414317815797,0.116527218527571
"TWFE","first",1.5,-0.536025205226826,0.160396289032068
"TWFE","first",1.75,-0.585377909544385,0.207007176443097
"TWFE","first",2,-0.631988796955413,0.256359880760656
"TWFE","avg",0,-0.313565542127775,-0.0672832944646644
"TWFE","avg",0.25,-0.41258623964181,-0.0368153875372692
"TWFE","avg",0.5,-0.531918875107441,0.0393543797812188
"TWFE","avg",0.75,-0.658868487304921,0.153609030758951
"TWFE","avg",1,-0.78835709174635,0.275480658468531
"TWFE","avg",1.25,-0.91784569618778,0.402430270666011
"TWFE","avg",1.5,-1.04479530838526,0.529379882863491
"TWFE","avg",1.75,-1.17174492058274,0.656329495060971
"TWFE","avg",2,-1.26822662585282,0.7858180995024
"TWFE","peak",0,-0.514255112532747,-0.107930085346379
"TWFE","peak",0.25,-0.586208502763667,-0.0867673235137558
"TWFE","peak",0.5,-0.679324654827209,-0.0571394569480832
"TWFE","peak",0.75,-0.768208254524227,-0.0148139332828365
"TWFE","peak",1,-0.86978951132082,0.0529069045815582
"TWFE","peak",1.25,-0.971370768117412,0.137557951912052
"TWFE","peak",1.5,-1.072952024914,0.230674103975594
"TWFE","peak",1.75,-1.1745332817106,0.328022808405662
"TWFE","peak",2,-1.28034709087371,0.425371512835729
"CS-NT","first",0,-0.246404645834392,-0.0426269640472998
"CS-NT","first",0.25,-0.277595107332416,-0.0259920512483536
"CS-NT","first",0.5,-0.312944297030177,-0.00727777434953891
"CS-NT","first",0.75,-0.352452214927674,0.0197539589487488
"CS-NT","first",1,-0.396118861024908,0.0488650563469046
"CS-NT","first",1.25,-0.437706143022274,0.0842142460446655
"CS-NT","first",1.5,-0.483452153219376,0.121642799842295
"CS-NT","first",1.75,-0.52711879931661,0.16323008183966
"CS-NT","first",2,-0.572864809513713,0.204817363837026
"CS-NT","avg",0,-0.271499417247069,-0.0799689192618639
"CS-NT","avg",0.25,-0.360353771982473,-0.0365290125023329
"CS-NT","avg",0.5,-0.470928080097643,0.0385035537186753
"CS-NT","avg",0.75,-0.585451470645498,0.137230614535791
"CS-NT","avg",1,-0.69800031997701,0.245830381434619
"CS-NT","avg",1.25,-0.812523710524865,0.356404689549789
"CS-NT","avg",1.5,-0.927047101072719,0.468953538881301
"CS-NT","avg",1.75,-0.986283337562989,0.581502388212813
"CS-NT","avg",2,-0.986283337562989,0.696025778760668
"CS-NT","peak",0,-0.438893416387211,-0.136859237368055
"CS-NT","peak",0.25,-0.501817203682869,-0.102251154355443
"CS-NT","peak",0.5,-0.577325748437658,-0.0550583138837002
"CS-NT","peak",0.75,-0.662272861286795,0.00471928404717437
"CS-NT","peak",1,-0.753512352865499,0.0770816394371805
"CS-NT","peak",1.25,-0.841605655079419,0.155736373556753
"CS-NT","peak",1.5,-0.92969895729334,0.237537297041107
"CS-NT","peak",1.75,-1.02093844887204,0.322484409890245
"CS-NT","peak",2,-1.10903175108596,0.410577712104165
