"estimator","target","Mbar","lb","ub"
"TWFE","first",0,-34.8028417888332,37.7966346308834
"TWFE","first",0.25,-38.5450828413959,43.0357721044712
"TWFE","first",0.5,-41.5388756834461,49.0233577885715
"TWFE","first",0.75,-46.7780131570339,56.5078398936969
"TWFE","first",1,-54.2624952621593,65.4892184198474
"TWFE","first",1.25,-63.2438737883098,75.2190451565104
"TWFE","first",1.5,-72.9737005249728,85.697320103686
"TWFE","first",1.75,-83.4519754721484,96.1755950508616
"TWFE","first",2,-93.930250419324,107.40231820855
"TWFE","avg",0,-35.6434430648472,19.9951022071094
"TWFE","avg",0.25,-50.1326475627526,41.4391248640094
"TWFE","avg",0.5,-79.6906247384796,73.3153747594012
"TWFE","avg",0.75,-112.726010993704,106.930329194542
"TWFE","avg",1,-146.920533608761,141.124851809598
"TWFE","avg",1.25,-181.115056223817,175.898942604571
"TWFE","avg",1.5,-215.309578838874,210.093465219628
"TWFE","avg",1.75,-249.504101453931,244.287987834685
"TWFE","avg",2,-284.278192248904,278.482510449741
"TWFE","peak",0,-68.5000091831101,8.31503001644688
"TWFE","peak",0.25,-88.2976996984598,36.0317967379365
"TWFE","peak",0.5,-127.893080729159,78.0029006304779
"TWFE","peak",0.75,-171.447999862929,122.349727384861
"TWFE","peak",1,-217.37864185854,168.280369380473
"TWFE","peak",1.25,-262.517376233537,213.41910375547
"TWFE","peak",1.5,-308.448018229149,259.349745751081
"TWFE","peak",1.75,-353.586752604146,305.280387746693
"TWFE","peak",2,-395.557856496688,351.211029742304
"CS-NT","first",0,-16.8369517273232,75.5257548911355
"CS-NT","first",0.25,-23.5717324182525,83.2226471093404
"CS-NT","first",0.5,-32.230736163733,95.7300969639232
"CS-NT","first",0.75,-42.8139629637647,112.085992927609
"CS-NT","first",1,-57.2456358728988,129.40400041857
"CS-NT","first",1.25,-75.5257548911354,148.646230964082
"CS-NT","first",1.5,-93.8058739093721,166.926349982318
"CS-NT","first",1.75,-113.048104454884,186.168580527831
"CS-NT","first",2,-132.290335000396,206.372922600618
"CS-NT","avg",0,-23.3678363694756,48.5902629270047
"CS-NT","avg",0.25,-56.7504597544407,85.6820666880771
"CS-NT","avg",0.5,-113.130001471271,143.54528055535
"CS-NT","avg",0.75,-173.218723564208,203.634002648287
"CS-NT","avg",1,-232.565609581924,263.722724741224
"CS-NT","avg",1.25,-292.654331674861,323.06961075894
"CS-NT","avg",1.5,-352.743053767798,370.547119573113
"CS-NT","avg",1.75,-370.547119573113,370.547119573113
"CS-NT","avg",2,-370.547119573113,370.547119573113
"CS-NT","peak",0,-4.55865262412033,76.6682486783874
"CS-NT","peak",0.25,-16.991341598994,96.5605510381853
"CS-NT","peak",0.5,-50.1451788653237,132.20092609949
"CS-NT","peak",0.75,-87.4432457899446,171.156684887427
"CS-NT","peak",1,-126.399004577882,210.112443675364
"CS-NT","peak",1.25,-165.354763365819,249.89704839496
"CS-NT","peak",1.5,-205.139368085415,289.681653114556
"CS-NT","peak",1.75,-244.923972805011,329.466257834151
"CS-NT","peak",2,-285.537423456264,370.079708485405
