"estimator","time","coef","se"
"TWFE",-7,-0.00371433002375054,0.0141904910878511
"TWFE",-6,-0.0097929341881765,0.0227323838575579
"TWFE",-5,-0.000569005641067497,0.021831154593151
"TWFE",-4,-0.0092361337791739,0.0189336852237204
"TWFE",-3,-0.0322674272087497,0.0198232530817736
"TWFE",-2,-0.00126877960575887,0.0174178592267822
"TWFE",-1,0,0
"TWFE",0,0.0106820255090436,0.0192316333325042
"TWFE",1,0.00394473430245468,0.0173400077764104
"TWFE",2,0.0503599734382252,0.0222539365820934
"TWFE",3,0.00419254328817461,0.0199731788813613
"TWFE",4,0.0241196418444518,0.0198904603067902
"TWFE",5,0.02628640517038,0.020096748490898
"TWFE",6,0.0302881782133004,0.0142631581983462
"CS-NT",-7,-0.0348834519541171,0.0451064066213127
"CS-NT",-6,-0.0105599341355142,0.04325167271781
"CS-NT",-5,0.00488543997590813,0.0268846799357211
"CS-NT",-4,-0.0071554328399428,0.0406529274820153
"CS-NT",-3,-0.0214362247550129,0.04047500495977
"CS-NT",-2,0.00360400932853742,0.0460418146941157
"CS-NT",-1,0,NA
"CS-NT",0,0.00744488629420737,0.0452068370407283
"CS-NT",1,0.00341568022648069,0.037019703260797
"CS-NT",2,0.0488742193348745,0.0431770551376705
"CS-NT",3,0.000812684526051325,0.0249721250631683
"CS-NT",4,0.0210150023397945,0.0501857289779645
"CS-NT",5,0.0292208257320341,0.034312776709572
"CS-NT",6,0.0416960384082389,0.0387903314616306
"SA",-7,-0.0375291048882639,0.0269822290901489
"SA",-6,-0.0165553152096753,0.0239092623613225
"SA",-5,0.00489936711395081,0.0238886613838192
"SA",-4,-0.0093554929518384,0.0190774936069846
"SA",-3,-0.0242659329639742,0.0230774950251928
"SA",-2,-0.000940123657707643,0.0218234939099739
"SA",0,0.00559366765956579,0.0214075606793855
"SA",1,-0.00135336034500643,0.0189660413090781
"SA",2,0.0442597488399915,0.0239948821015381
"SA",3,0.00287773284008542,0.021318212889867
"SA",4,0.0178580813215006,0.0203338107042292
"SA",5,0.0257377423939633,0.0217171601931101
"SA",6,0.03860386761449,0.0235263245673087
"Gardner",-7,-0.000618828441511728,0.000705158992809735
"Gardner",-6,-0.00201716291301152,0.0081988959619431
"Gardner",-5,0.00770031812590216,0.00742678307583571
"Gardner",-4,0.00131217100049983,0.00553562394907663
"Gardner",-3,-0.00567444965033965,0.00788639851957635
"Gardner",-2,0.00514924603600512,0.00850452394542383
"Gardner",0,0.0174787381825177,0.013618520233248
"Gardner",1,0.0109669473243825,0.0140087943189314
"Gardner",2,0.0564878177655082,0.017089644392546
"Gardner",3,0.0146416489623593,0.0190794045210647
"Gardner",4,0.0298638436394775,0.0154075928131945
"Gardner",5,0.0381226828890698,0.0126698153658492
"Gardner",6,0.0393975226207689,0.00892885053712017
