"treated","untreated","estimate","weight","type"
23961,99999,-0.0773843983112984,0.232451316413009,"Treated vs Untreated"
23979,99999,-0.0695454001043535,0.232451316413009,"Treated vs Untreated"
23989,99999,-0.207988554490686,0.244408688656476,"Treated vs Untreated"
23952,99999,0.278136959402854,0.106263458931661,"Treated vs Untreated"
23976,99999,-1.30576433479948,0.039356836641356,"Treated vs Untreated"
23979,23961,-0.171815987969571,0.0128544506772171,"Later vs Earlier Treated"
23989,23961,0.155367623788142,0.0181443480752488,"Later vs Earlier Treated"
23952,23961,0.452979947914607,0.00257089013544341,"Earlier vs Later Treated"
23976,23961,0.299665403710812,0.00190436306329142,"Later vs Earlier Treated"
23961,23979,-0.0649898657057693,0.0128544506772171,"Earlier vs Later Treated"
23989,23979,-0.4485777789588,0.00648012431258885,"Later vs Earlier Treated"
23952,23979,0.799759300957412,0.00771267040633024,"Earlier vs Later Treated"
23976,23979,-2.64420780301512,0.000476090765822854,"Earlier vs Later Treated"
23961,23989,0.0819960577743864,0.0233284475253199,"Earlier vs Later Treated"
23979,23989,-0.476771060330553,0.0116642237626599,"Earlier vs Later Treated"
23952,23989,0.850032378844127,0.0123307508348119,"Earlier vs Later Treated"
23976,23989,-1.93030666910882,0.00240690331610443,"Earlier vs Later Treated"
23961,23952,0.00979464763538722,0.00449905773702598,"Later vs Earlier Treated"
23979,23952,1.00777841722131,0.0096408380079128,"Later vs Earlier Treated"
23989,23952,0.889711001924987,0.0119882299782894,"Later vs Earlier Treated"
23976,23952,0.814815993524233,0.00152349045063313,"Later vs Earlier Treated"
23961,23976,2.19962601653405,0.00178534037183571,"Earlier vs Later Treated"
23979,23976,-1.47266787795905,0.000357068074367141,"Later vs Earlier Treated"
23989,23976,-0.870220035832141,0.00140402693439425,"Later vs Earlier Treated"
23952,23976,2.99919033078132,0.00114261783797485,"Earlier vs Later Treated"
