"estimator","target","Mbar","lb","ub"
"TWFE","first",0,-0.203077481668876,1.87045048905543
"TWFE","first",0.25,-0.374090097811086,2.10559283625098
"TWFE","first",0.5,-0.673362176059957,2.46899464555317
"TWFE","first",0.75,-1.12227029343326,2.93927933994425
"TWFE","first",1,-1.61393156484212,3.45231718837089
"TWFE","first",1.25,-2.14834599028653,3.9867316138153
"TWFE","first",1.5,-2.68276041573094,4.52114603925971
"TWFE","first",1.75,-3.23855141819312,5.07693704172189
"TWFE","first",2,-3.79434242065531,5.63272804418408
"TWFE","avg",0,0.814811559211467,3.61661972772809
"TWFE","avg",0.25,-0.643272283588001,5.27483272542161
"TWFE","avg",0.5,-3.04482214231654,7.7335623426913
"TWFE","avg",0.75,-5.5321416388568,10.2208818392316
"TWFE","avg",1,-8.07664089393823,12.7939709735836
"TWFE","avg",1.25,-10.6211401490197,14.2806446956536
"TWFE","avg",1.5,-13.1656394041011,14.2806446956536
"TWFE","avg",1.75,-14.2806446956536,14.2806446956536
"TWFE","avg",2,-14.2806446956536,14.2806446956536
"TWFE","peak",0,1.92907207980159,6.97038044834973
"TWFE","peak",0.25,-0.643024026600528,9.95401193177618
"TWFE","peak",0.5,-4.91270356322804,14.2751333905317
"TWFE","peak",0.75,-9.33670886623967,18.7505806156714
"TWFE","peak",1,-13.8121560913793,23.2260278408111
"TWFE","peak",1.25,-18.3904871607751,25.6952401029571
"TWFE","peak",1.5,-22.9173763080428,25.6952401029571
"TWFE","peak",1.75,-25.6952401029571,25.6952401029571
"TWFE","peak",2,-25.6952401029571,25.6952401029571
"CS-NT","first",0,-0.421652058275448,2.36997536203098
"CS-NT","first",0.25,-0.974161651877763,2.89340550333843
"CS-NT","first",0.5,-1.64298905465951,3.53315345382532
"CS-NT","first",0.75,-2.48629317121041,4.37645757037622
"CS-NT","first",1,-3.35867674005617,5.24884113922197
"CS-NT","first",1.25,-4.28921921349164,6.17938361265745
"CS-NT","first",1.5,-5.21976168692712,7.10992608609292
"CS-NT","first",1.75,-6.17938361265745,8.06954801182326
"CS-NT","first",2,-7.13900553838778,9.02916993755359
"CS-NT","avg",0,0.0276463819809649,5.3910444862878
"CS-NT","avg",0.25,-2.68169905215342,8.59802479607951
"CS-NT","avg",0.5,-6.22043594571669,12.689689329262
"CS-NT","avg",0.75,-10.477978770785,17.0578176822542
"CS-NT","avg",1,-14.7908143598152,21.3706532712844
"CS-NT","avg",1.25,-19.1589427128074,25.7387816242766
"CS-NT","avg",1.5,-23.5270710657996,27.6187355989821
"CS-NT","avg",1.75,-27.6187355989821,27.6187355989821
"CS-NT","avg",2,-27.6187355989821,27.6187355989821
"CS-NT","peak",0,-0.144655046783143,9.20970464519353
"CS-NT","peak",0.25,-4.8700532416992,14.8994698186639
"CS-NT","peak",0.5,-11.331311998013,22.2286588556765
"CS-NT","peak",0.75,-18.8533744307365,30.0400313819663
"CS-NT","peak",1,-26.6647469570263,37.8514039082561
"CS-NT","peak",1.25,-34.2832460876052,45.5663397366905
"CS-NT","peak",1.5,-42.094618613895,48.1701305787871
"CS-NT","peak",1.75,-48.1701305787871,48.1701305787871
"CS-NT","peak",2,-48.1701305787871,48.1701305787871
