"estimator","target","Mbar","lb","ub"
"TWFE","first",0,147.327349161724,1636.10898279599
"TWFE","first",0.25,85.2947810936294,1791.19040296622
"TWFE","first",0.5,-23.2622130255359,1992.79624918753
"TWFE","first",0.75,-193.851775212795,2240.92652145991
"TWFE","first",1,-426.473905468149,2520.07307776633
"TWFE","first",1.25,-705.620461774573,2814.72777608978
"TWFE","first",1.5,-984.767018080997,3109.38247441323
"TWFE","first",1.75,-1279.42171640445,3419.5453147537
"TWFE","first",2,-1574.07641472789,3729.70815509417
"TWFE","avg",0,182.168096412615,2928.70247309514
"TWFE","avg",0.25,-182.168096412617,3685.40071973217
"TWFE","avg",0.5,-910.840482063084,4806.43515919442
"TWFE","avg",0.75,-2059.9007825119,6039.5730426029
"TWFE","avg",1,-3236.98694394726,7272.71092601138
"TWFE","avg",1.25,-4470.12482735574,8505.84880941987
"TWFE","avg",1.5,-5703.26271076423,9767.0125538149
"TWFE","avg",1.75,-6936.40059417271,11000.1504372234
"TWFE","avg",2,-8197.56433856774,12261.3141816184
"TWFE","peak",0,97.1616984795764,3905.90027887894
"TWFE","peak",0.25,-602.40253057337,5305.02873698484
"TWFE","peak",0.5,-2312.4484238139,7403.72142414367
"TWFE","peak",0.75,-4372.27643158091,9541.27879069434
"TWFE","peak",1,-6548.69847752341,11756.5655160287
"TWFE","peak",1.25,-8686.25584407407,13932.9875619712
"TWFE","peak",1.5,-10862.6778900166,16109.4096079137
"TWFE","peak",1.75,-13077.9646153509,18324.696333248
"TWFE","peak",2,-15254.3866612934,19412.9073562192
"CS-NT","first",0,108.0166032163,1019.11316947553
"CS-NT","first",0.25,14.089122158648,1141.21889485047
"CS-NT","first",0.5,-89.2311070047699,1272.71736833119
"CS-NT","first",0.75,-211.336832379718,1432.3940861292
"CS-NT","first",1,-361.620802071961,1601.46355203297
"CS-NT","first",1.25,-511.904771764205,1770.53301793674
"CS-NT","first",1.5,-680.974237667979,1948.99523194628
"CS-NT","first",1.75,-850.043703571753,2136.85019406159
"CS-NT","first",2,-1028.50591758129,2315.31240807113
"CS-NT","avg",0,-36.8355577555271,765.361033364843
"CS-NT","avg",0.25,-536.162007330451,1338.35859845082
"CS-NT","avg",0.5,-1240.13044443608,2075.06975356136
"CS-NT","avg",0.75,-1993.21295854908,2836.33794717559
"CS-NT","avg",1,-2754.48115216331,3605.79182029105
"CS-NT","avg",1.25,-3523.93502527877,4088.74691086352
"CS-NT","avg",1.5,-4088.74691086352,4088.74691086352
"CS-NT","avg",1.75,-4088.74691086352,4088.74691086352
"CS-NT","avg",2,-4088.74691086352,4088.74691086352
"CS-NT","peak",0,601.690823634969,1653.29460548347
"CS-NT","peak",0.25,395.706577705881,1913.48523192022
"CS-NT","peak",0.5,135.515951269137,2206.19968666155
"CS-NT","peak",0.75,-178.881055675261,2553.12052191054
"CS-NT","peak",1,-525.801890924252,2921.7239093626
"CS-NT","peak",1.25,-883.564002274774,3290.32729681465
"CS-NT","peak",1.5,-1252.16738972683,3658.9306842667
"CS-NT","peak",1.75,-1620.77077717888,4038.37534782029
"CS-NT","peak",2,-1989.37416463093,4417.82001137387
