"treated","untreated","estimate","weight","type"
693,690,0.0191040811366116,0.0266393076003236,"Later vs Earlier Treated"
694,690,0.0457230541505947,0.0473352776143315,"Later vs Earlier Treated"
687,690,-0.00492615185319769,0.00535164661613643,"Earlier vs Later Treated"
691,690,-0.0174366525330804,0.00191602162799946,"Later vs Earlier Treated"
682,690,-0.00581876077363758,0.0214476965071388,"Earlier vs Later Treated"
688,690,-0.0384072250991086,0.00295992306670262,"Earlier vs Later Treated"
701,690,-5.00122286631431e-05,0.015649712285706,"Later vs Earlier Treated"
692,690,-0.00441926141054234,0.00221994230002696,"Later vs Earlier Treated"
683,690,-0.00182691891204473,0.00827339607185975,"Earlier vs Later Treated"
686,690,-0.0790524835340696,0.000763472219585993,"Earlier vs Later Treated"
684,690,-0.000252797064287634,0.00295992306670262,"Earlier vs Later Treated"
690,693,-0.0106933923286143,0.0295992306670262,"Earlier vs Later Treated"
694,693,0.0266324666680987,0.0136637914763019,"Later vs Earlier Treated"
687,693,-0.0098794180965056,0.0123584416702532,"Earlier vs Later Treated"
691,693,-0.006138927319057,0.00472977397256604,"Earlier vs Later Treated"
682,693,-0.0343460298499632,0.0340509820834987,"Earlier vs Later Treated"
688,693,0.11993351448687,0.00854410782140962,"Earlier vs Later Treated"
701,693,-0.0470329011818855,0.0131416515538824,"Later vs Earlier Treated"
692,693,0.0512804640205281,0.00146470419795593,"Earlier vs Later Treated"
683,693,-0.0250749470724632,0.0136468388814181,"Earlier vs Later Treated"
686,693,-0.0930227691811355,0.00154268613442118,"Earlier vs Later Treated"
684,693,-0.0180383961276168,0.00512646469284577,"Earlier vs Later Treated"
690,694,0.0269987695730467,0.0546176280165364,"Earlier vs Later Treated"
693,694,0.0350352239125555,0.0173425045660755,"Earlier vs Later Treated"
687,694,0.036784524413114,0.019953733946763,"Earlier vs Later Treated"
691,694,0.0299334414275338,0.00981850400555003,"Earlier vs Later Treated"
682,694,0.0193258602965085,0.0514081385351523,"Earlier vs Later Treated"
688,694,0.178025155647738,0.0141893219176981,"Earlier vs Later Treated"
701,694,-0.0477582698218962,0.0159137186785295,"Later vs Earlier Treated"
692,694,0.0874105386801393,0.00405409197648518,"Earlier vs Later Treated"
683,694,0.0269062911765568,0.0207748752614446,"Earlier vs Later Treated"
686,694,-0.0459055809382592,0.00243996276362534,"Earlier vs Later Treated"
684,694,0.0340394207317491,0.0078829566209434,"Earlier vs Later Treated"
690,687,0.0181552841357529,0.00594627401792937,"Later vs Earlier Treated"
693,687,0.0479099568957604,0.0123584416702532,"Later vs Earlier Treated"
694,687,0.0808403974649287,0.0192147067635495,"Later vs Earlier Treated"
691,687,0.00531088817449441,0.00177775202597888,"Later vs Earlier Treated"
682,687,0.00365842950706062,0.00310936321785195,"Earlier vs Later Treated"
688,687,0.230747499933918,0.000392331481595339,"Later vs Earlier Treated"
701,687,0.0801472995296704,0.00462011187441179,"Later vs Earlier Treated"
692,687,0.0237270398885313,0.00128733767398471,"Later vs Earlier Treated"
683,687,0.00416728845953704,0.00109662098154253,"Earlier vs Later Treated"
686,687,-0.0746099270052222,4.4273517888363e-05,"Earlier vs Later Treated"
684,687,0.00396034919002103,0.000343290046395922,"Earlier vs Later Treated"
690,691,-0.00918511259975491,0.00198209133930979,"Earlier vs Later Treated"
693,691,0.0327133706187626,0.00411948055675107,"Later vs Earlier Treated"
694,691,0.0593170641135099,0.00823487432723551,"Later vs Earlier Treated"
687,691,-0.0108718267255069,0.00165514843798034,"Earlier vs Later Treated"
682,691,-0.018151082936641,0.00559685379213352,"Earlier vs Later Treated"
688,691,0.0499062730585822,0.00102987013918777,"Earlier vs Later Treated"
701,691,-0.0151151591093562,0.00330007991029413,"Later vs Earlier Treated"
692,691,0.0119316384354945,0.000257467534796941,"Later vs Earlier Treated"
683,691,-0.00974674791024654,0.00219324196308506,"Earlier vs Later Treated"
686,691,-0.085998036056479,0.000221367589441815,"Earlier vs Later Treated"
684,691,-0.00849826960336026,0.000801010108257152,"Earlier vs Later Treated"
690,682,0.0430698002255708,0.0292468588733711,"Later vs Earlier Treated"
693,682,0.0522281415749954,0.0417898416479303,"Later vs Earlier Treated"
694,682,0.0805128880844707,0.0607550728142709,"Later vs Earlier Treated"
687,682,0.0274109544913459,0.00466404482677793,"Later vs Earlier Treated"
691,682,0.0256017269216445,0.00737767090781236,"Later vs Earlier Treated"
688,682,0.259015046753251,0.00434180172965509,"Later vs Earlier Treated"
701,682,-0.00101450303316064,0.011564946707853,"Later vs Earlier Treated"
692,682,0.0353811851035235,0.00474884564181026,"Later vs Earlier Treated"
683,682,0.12892843602597,0.000813459670124904,"Later vs Earlier Treated"
686,682,0.0699725083481687,0.000427144846088753,"Later vs Earlier Treated"
684,682,0.0504528802634277,0.000633179418908035,"Later vs Earlier Treated"
690,688,-0.229982081282746,0.00317134614289566,"Later vs Earlier Treated"
693,688,-0.0359151336865419,0.00823896111350213,"Later vs Earlier Treated"
694,688,0.0105811468650645,0.0131757989235768,"Later vs Earlier Treated"
687,688,0.0326738977061309,0.000331029687596068,"Earlier vs Later Treated"
